Imposed Vibration Voltage - Volt	Average Gamma X - Unitless	Average Gamma S - Unitless	Step Time - Second	null 5	null 6	null 7	
1.80000000E+0	0.00000000E+0	1.56750768E-1	6.91088438E+0	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.65000000E+0	0.00000000E+0	1.57325583E-1	3.42677956E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.50000000E+0	0.00000000E+0	1.50220349E-1	3.50792871E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.35000000E+0	0.00000000E+0	1.47421284E-1	3.45429184E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.20000000E+0	0.00000000E+0	1.47113777E-1	3.71464172E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.05000000E+0	0.00000000E+0	1.46660005E-1	3.40613579E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
9.00000000E-1	0.00000000E+0	1.46285857E-1	3.41267397E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
7.50000000E-1	0.00000000E+0	1.48030117E-1	3.41315951E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
6.00000000E-1	0.00000000E+0	1.46725432E-1	3.42211236E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
4.50000000E-1	0.00000000E+0	1.47040712E-1	3.42830916E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
3.00000000E-1	0.00000000E+0	1.47669097E-1	3.41543977E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.50000000E-1	0.00000000E+0	1.47709993E-1	3.41628396E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
0.00000000E+0	0.00000000E+0	1.46022857E-1	3.41675895E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
