Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,19841.447,0.00000,20510.232
1,32721.072,0.00501,20550.336
2,39802.996,0.01001,20590.621
3,39148.672,0.01502,20631.090
4,24190.168,0.02002,20671.738
5,18199.449,0.02503,20712.570
,,0.03003,20753.584
,,0.03504,20794.781
,,0.04004,20836.158
,,0.04505,20877.719
,,0.05005,20919.461
,,0.05506,20961.385
,,0.06006,21003.492
,,0.06507,21045.779
,,0.07007,21088.248
,,0.07508,21130.900
,,0.08008,21173.732
,,0.08509,21216.748
,,0.09009,21259.943
,,0.09510,21303.320
,,0.10010,21346.879
,,0.10511,21390.617
,,0.11011,21434.537
,,0.11512,21478.639
,,0.12012,21522.920
,,0.12513,21567.381
,,0.13013,21612.023
,,0.13514,21656.846
,,0.14014,21701.848
,,0.14515,21747.029
,,0.15015,21792.389
,,0.15516,21837.930
,,0.16016,21883.648
,,0.16517,21929.545
,,0.17017,21975.621
,,0.17518,22021.875
,,0.18018,22068.307
,,0.18519,22114.916
,,0.19019,22161.703
,,0.19520,22208.666
,,0.20020,22255.807
,,0.20521,22303.123
,,0.21021,22350.615
,,0.21522,22398.283
,,0.22022,22446.127
,,0.22523,22494.146
,,0.23023,22542.340
,,0.23524,22590.707
,,0.24024,22639.248
,,0.24525,22687.961
,,0.25025,22736.850
,,0.25526,22785.908
,,0.26026,22835.141
,,0.26527,22884.543
,,0.27027,22934.119
,,0.27528,22983.865
,,0.28028,23033.779
,,0.28529,23083.865
,,0.29029,23134.119
,,0.29530,23184.543
,,0.30030,23235.135
,,0.30531,23285.895
,,0.31031,23336.820
,,0.31532,23387.914
,,0.32032,23439.172
,,0.32533,23490.598
,,0.33033,23542.186
,,0.33534,23593.939
,,0.34034,23645.857
,,0.34535,23697.938
,,0.35035,23750.180
,,0.35536,23802.584
,,0.36036,23855.148
,,0.36537,23907.875
,,0.37037,23960.760
,,0.37538,24013.805
,,0.38038,24067.008
,,0.38539,24120.369
,,0.39039,24173.887
,,0.39540,24227.561
,,0.40040,24281.391
,,0.40541,24335.375
,,0.41041,24389.512
,,0.41542,24443.805
,,0.42042,24498.248
,,0.42543,24552.844
,,0.43043,24607.590
,,0.43544,24662.486
,,0.44044,24717.531
,,0.44545,24772.725
,,0.45045,24828.066
,,0.45546,24883.555
,,0.46046,24939.188
,,0.46547,24994.967
,,0.47047,25050.889
,,0.47548,25106.953
,,0.48048,25163.162
,,0.48549,25219.510
,,0.49049,25275.998
,,0.49550,25332.627
,,0.50050,25389.393
,,0.50551,25446.297
,,0.51051,25503.338
,,0.51552,25560.514
,,0.52052,25617.822
,,0.52553,25675.266
,,0.53053,25732.842
,,0.53554,25790.549
,,0.54054,25848.385
,,0.54555,25906.352
,,0.55055,25964.445
,,0.55556,26022.666
,,0.56056,26081.014
,,0.56557,26139.486
,,0.57057,26198.080
,,0.57558,26256.799
,,0.58058,26315.637
,,0.58559,26374.596
,,0.59059,26433.674
,,0.59560,26492.871
,,0.60060,26552.184
,,0.60561,26611.611
,,0.61061,26671.152
,,0.61562,26730.809
,,0.62062,26790.574
,,0.62563,26850.451
,,0.63063,26910.439
,,0.63564,26970.533
,,0.64064,27030.734
,,0.64565,27091.041
,,0.65065,27151.451
,,0.65566,27211.965
,,0.66066,27272.580
,,0.66567,27333.295
,,0.67067,27394.109
,,0.67568,27455.020
,,0.68068,27516.027
,,0.68569,27577.129
,,0.69069,27638.324
,,0.69570,27699.609
,,0.70070,27760.988
,,0.70571,27822.453
,,0.71071,27884.008
,,0.71572,27945.646
,,0.72072,28007.371
,,0.72573,28069.180
,,0.73073,28131.068
,,0.73574,28193.039
,,0.74074,28255.088
,,0.74575,28317.213
,,0.75075,28379.416
,,0.75576,28441.691
,,0.76076,28504.039
,,0.76577,28566.459
,,0.77077,28628.947
,,0.77578,28691.506
,,0.78078,28754.129
,,0.78579,28816.816
,,0.79079,28879.568
