Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,17369.334,0.00000,16990.354
1,20381.422,0.01001,17007.846
2,24375.271,0.02002,17025.535
3,39290.641,0.03003,17043.424
4,48556.137,0.04004,17061.512
5,51875.043,0.05005,17079.799
6,51514.289,0.06006,17098.291
7,41139.254,0.07007,17116.988
8,27846.566,0.08008,17135.893
9,20894.541,0.09009,17155.004
10,18058.512,0.10010,17174.324
,,0.11011,17193.857
,,0.12012,17213.605
,,0.13013,17233.566
,,0.14014,17253.746
,,0.15015,17274.143
,,0.16016,17294.762
,,0.17017,17315.602
,,0.18018,17336.666
,,0.19019,17357.955
,,0.20020,17379.473
,,0.21021,17401.219
,,0.22022,17423.197
,,0.23023,17445.408
,,0.24024,17467.854
,,0.25025,17490.535
,,0.26026,17513.455
,,0.27027,17536.615
,,0.28028,17560.018
,,0.29029,17583.662
,,0.30030,17607.555
,,0.31031,17631.693
,,0.32032,17656.080
,,0.33033,17680.721
,,0.34034,17705.611
,,0.35035,17730.758
,,0.36036,17756.162
,,0.37037,17781.822
,,0.38038,17807.746
,,0.39039,17833.930
,,0.40040,17860.377
,,0.41041,17887.092
,,0.42042,17914.072
,,0.43043,17941.324
,,0.44044,17968.846
,,0.45045,17996.643
,,0.46046,18024.713
,,0.47047,18053.061
,,0.48048,18081.688
,,0.49049,18110.594
,,0.50050,18139.785
,,0.51051,18169.260
,,0.52052,18199.020
,,0.53053,18229.068
,,0.54054,18259.408
,,0.55055,18290.039
,,0.56056,18320.965
,,0.57057,18352.186
,,0.58058,18383.703
,,0.59059,18415.521
,,0.60060,18447.641
,,0.61061,18480.062
,,0.62062,18512.789
,,0.63063,18545.822
,,0.64064,18579.166
,,0.65065,18612.818
,,0.66066,18646.783
,,0.67067,18681.064
,,0.68068,18715.660
,,0.69069,18750.574
,,0.70070,18785.807
,,0.71071,18821.363
,,0.72072,18857.242
,,0.73073,18893.445
,,0.74074,18929.977
,,0.75075,18966.838
,,0.76076,19004.029
,,0.77077,19041.553
,,0.78078,19079.410
,,0.79079,19117.604
,,0.80080,19156.135
,,0.81081,19195.008
,,0.82082,19234.221
,,0.83083,19273.777
,,0.84084,19313.678
,,0.85085,19353.928
,,0.86086,19394.523
,,0.87087,19435.471
,,0.88088,19476.770
,,0.89089,19518.424
,,0.90090,19560.432
,,0.91091,19602.797
,,0.92092,19645.521
,,0.93093,19688.607
,,0.94094,19732.055
,,0.95095,19775.865
,,0.96096,19820.043
,,0.97097,19864.586
,,0.98098,19909.500
,,0.99099,19954.783
,,1.00100,20000.438
,,1.01101,20046.467
,,1.02102,20092.873
,,1.03103,20139.654
,,1.04104,20186.814
,,1.05105,20234.354
,,1.06106,20282.275
,,1.07107,20330.580
,,1.08108,20379.270
,,1.09109,20428.346
,,1.10110,20477.809
,,1.11111,20527.662
,,1.12112,20577.904
,,1.13113,20628.539
,,1.14114,20679.568
,,1.15115,20730.990
,,1.16116,20782.811
,,1.17117,20835.027
,,1.18118,20887.643
,,1.19119,20940.660
,,1.20120,20994.078
,,1.21121,21047.898
,,1.22122,21102.123
,,1.23123,21156.754
,,1.24124,21211.793
,,1.25125,21267.238
,,1.26126,21323.094
,,1.27127,21379.359
,,1.28128,21436.035
,,1.29129,21493.125
,,1.30130,21550.631
,,1.31131,21608.549
,,1.32132,21666.885
,,1.33133,21725.637
,,1.34134,21784.807
,,1.35135,21844.398
,,1.36136,21904.408
,,1.37137,21964.840
,,1.38138,22025.693
,,1.39139,22086.971
,,1.40140,22148.672
,,1.41141,22210.799
,,1.42142,22273.352
,,1.43143,22336.330
,,1.44144,22399.738
,,1.45145,22463.572
,,1.46146,22527.838
,,1.47147,22592.531
,,1.48148,22657.656
,,1.49149,22723.213
,,1.50150,22789.201
,,1.51151,22855.623
,,1.52152,22922.477
,,1.53153,22989.764
,,1.54154,23057.486
,,1.55155,23125.643
,,1.56156,23194.236
,,1.57157,23263.264
,,1.58158,23332.729
,,1.59159,23402.629
,,1.60160,23472.969
,,1.61161,23543.744
,,1.62162,23614.957
,,1.63163,23686.609
,,1.64164,23758.699
,,1.65165,23831.227
,,1.66166,23904.193
,,1.67167,23977.600
,,1.68168,24051.443
,,1.69169,24125.729
,,1.70170,24200.451
,,1.71171,24275.613
,,1.72172,24351.215
,,1.73173,24427.256
