Imposed Vibration Voltage - Volt	Average Gamma X - Unitless	Average Gamma S - Unitless	Step Time - Second	null 5	null 6	null 7	
2.00000000E+0	0.00000000E+0	1.45569908E-1	1.16105623E+1	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.89473684E+0	0.00000000E+0	1.45125485E-1	3.45778093E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.78947368E+0	0.00000000E+0	1.45435655E-1	3.78672037E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.68421053E+0	0.00000000E+0	1.45272850E-1	3.46494174E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.57894737E+0	0.00000000E+0	1.45349704E-1	3.41181134E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.47368421E+0	0.00000000E+0	1.45650028E-1	3.40877206E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.36842105E+0	0.00000000E+0	1.45633078E-1	3.45166522E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.26315789E+0	0.00000000E+0	1.45949572E-1	3.41561284E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.15789474E+0	0.00000000E+0	1.45548478E-1	3.41264358E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.05263158E+0	0.00000000E+0	1.45190894E-1	3.41860993E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
9.47368421E-1	0.00000000E+0	1.45548866E-1	3.41181074E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
8.42105263E-1	0.00000000E+0	1.46252445E-1	3.41779895E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
7.36842105E-1	0.00000000E+0	1.46022945E-1	3.42798775E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
6.31578947E-1	0.00000000E+0	1.45409698E-1	3.42560452E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
5.26315789E-1	0.00000000E+0	1.44970755E-1	3.41478498E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
4.21052632E-1	0.00000000E+0	1.44564082E-1	3.41398500E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
3.15789474E-1	0.00000000E+0	1.46980218E-1	3.49661283E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
2.10526316E-1	0.00000000E+0	1.46252205E-1	3.74428921E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.05263158E-1	0.00000000E+0	1.45709696E-1	6.83191518E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
0.00000000E+0	0.00000000E+0	1.46711936E-1	6.93971164E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
