Freq (Hz)	PSD/Measured Spectrum: Power CH2 (Vrms/rtHz)	Freq Response Module (Vrms)	Freq Response Im part (Unitless Power)
5.000000E+0	2.540273E-2	4.804309E+0	-2.681538E+0
5.162500E+0	2.952187E-2	3.420022E+0	-1.566569E+0
5.325000E+0	3.220309E-2	4.160819E+0	-2.306838E+0
5.487500E+0	3.100359E-2	4.633169E+0	-2.705499E+0
5.650000E+0	3.813178E-2	4.336527E+0	-1.783253E+0
5.812500E+0	3.763200E-2	4.525174E+0	-2.545017E+0
5.975000E+0	3.867502E-2	5.471015E+0	-3.558112E+0
6.137500E+0	4.100655E-2	5.542456E+0	-3.609728E+0
6.300000E+0	4.061201E-2	4.557581E+0	-3.111123E+0
6.462500E+0	4.252173E-2	4.924924E+0	-3.538483E+0
6.625000E+0	4.781931E-2	5.903641E+0	-4.783740E+0
6.787500E+0	4.820080E-2	5.444225E+0	-4.619882E+0
6.950000E+0	4.581691E-2	5.496411E+0	-4.566316E+0
7.112500E+0	5.305935E-2	5.291388E+0	-4.908694E+0
7.275000E+0	4.941563E-2	5.366821E+0	-5.236314E+0
7.437500E+0	5.179644E-2	6.307042E+0	-6.110373E+0
7.600000E+0	5.436774E-2	5.612409E+0	-5.577576E+0
7.762500E+0	6.146017E-2	6.894048E+0	-6.892148E+0
7.925000E+0	5.371973E-2	6.614245E+0	-6.498323E+0
8.087500E+0	6.761178E-2	6.425909E+0	-6.268493E+0
8.250000E+0	6.627922E-2	6.795929E+0	-6.634912E+0
8.412500E+0	6.117672E-2	5.931090E+0	-5.530318E+0
8.575000E+0	5.508934E-2	5.739994E+0	-5.288840E+0
8.737500E+0	5.672029E-2	5.315655E+0	-4.665314E+0
8.900000E+0	5.033729E-2	5.912973E+0	-5.089199E+0
9.062500E+0	4.904306E-2	5.420485E+0	-4.994970E+0
9.225000E+0	4.917692E-2	4.558041E+0	-3.448157E+0
9.387500E+0	4.212305E-2	5.480040E+0	-4.646803E+0
9.550000E+0	4.482684E-2	4.254420E+0	-2.511424E+0
9.712500E+0	4.262316E-2	4.021081E+0	-2.136395E+0
9.875000E+0	3.960213E-2	3.418533E+0	-2.301761E+0
1.003750E+1	3.380868E-2	3.498723E+0	-1.771105E+0
1.020000E+1	3.742263E-2	3.155839E+0	-1.278832E+0
1.036250E+1	2.965165E-2	2.907801E+0	-1.765306E+0
1.052500E+1	2.885118E-2	2.866734E+0	-1.621992E+0
1.068750E+1	2.947641E-2	2.931773E+0	-1.318921E+0
1.085000E+1	2.752586E-2	2.686572E+0	-1.161709E+0
1.101250E+1	2.823815E-2	2.350233E+0	-5.606770E-1
1.117500E+1	2.335673E-2	2.661540E+0	-1.265720E+0
1.133750E+1	1.945479E-2	1.978461E+0	-3.234668E-1
1.150000E+1	2.198176E-2	2.300718E+0	-1.119977E-1
1.166250E+1	2.095167E-2	2.268593E+0	-2.277295E-1
1.182500E+1	1.948596E-2	1.804743E+0	-2.546702E-1
1.198750E+1	2.241842E-2	1.646742E+0	-3.882877E-1
1.215000E+1	2.076853E-2	1.755722E+0	-4.909945E-1
1.231250E+1	1.692947E-2	1.530511E+0	-4.408815E-1
1.247500E+1	1.934484E-2	1.312564E+0	-6.738050E-3
1.263750E+1	1.697787E-2	1.392981E+0	-3.697167E-1
1.280000E+1	1.827384E-2	1.444920E+0	-2.154611E-1
1.296250E+1	1.464491E-2	1.205683E+0	-3.234330E-1
1.312500E+1	1.467051E-2	1.149068E+0	-1.741652E-2
1.328750E+1	1.729865E-2	1.397652E+0	-4.868051E-1
1.345000E+1	1.551826E-2	1.172322E+0	-1.637502E-1
1.361250E+1	1.469749E-2	1.004888E+0	-4.225453E-1
1.377500E+1	1.696279E-2	1.065910E+0	-3.394706E-4
1.393750E+1	1.750585E-2	9.798208E-1	-2.821833E-1
1.410000E+1	1.567347E-2	1.107235E+0	-2.626938E-3
1.426250E+1	1.403187E-2	8.457220E-1	-2.437042E-1
1.442500E+1	1.745247E-2	8.159043E-1	-8.428692E-2
1.458750E+1	1.561558E-2	6.583589E-1	-3.354072E-1
1.475000E+1	1.585644E-2	5.846133E-1	-2.633777E-1
1.491250E+1	1.607745E-2	8.733694E-1	-2.242554E-1
1.507500E+1	1.402234E-2	1.384993E+0	-2.886814E-1
1.523750E+1	1.380657E-2	9.521233E-1	-5.788292E-2
1.540000E+1	1.336903E-2	7.912260E-1	1.180930E-1
1.556250E+1	1.180149E-2	8.302603E-1	-3.135617E-2
1.572500E+1	1.207595E-2	5.670725E-1	-1.297572E-1
1.588750E+1	1.039120E-2	5.701180E-1	-1.191406E-1
1.605000E+1	1.225161E-2	9.159689E-1	-4.793949E-1
1.621250E+1	9.252343E-3	8.121747E-1	-6.793040E-2
1.637500E+1	1.159638E-2	8.042768E-1	1.699339E-2
1.653750E+1	1.012945E-2	5.214472E-1	-5.456954E-3
1.670000E+1	1.129416E-2	3.745168E-1	-9.525234E-3
1.686250E+1	9.778995E-3	6.938650E-1	-2.386040E-1
1.702500E+1	1.073528E-2	8.185166E-1	-5.589185E-2
1.718750E+1	1.135882E-2	6.678966E-1	-3.673337E-4
1.735000E+1	9.666117E-3	7.557400E-1	1.699486E-1
1.751250E+1	9.949717E-3	4.402359E-1	1.774249E-1
1.767500E+1	7.720435E-3	2.166783E-1	-3.501949E-2
1.783750E+1	1.025567E-2	4.924572E-1	-3.019579E-1
1.800000E+1	8.859730E-3	7.114640E-1	-1.670282E-1
1.816250E+1	1.001939E-2	6.034257E-1	-4.926233E-2
1.832500E+1	1.030753E-2	4.551128E-1	4.105361E-2
1.848750E+1	9.575305E-3	5.312321E-1	-7.518782E-2
1.865000E+1	1.044458E-2	2.852219E-1	-1.411516E-1
1.881250E+1	8.835961E-3	5.387402E-1	-1.705857E-1
1.897500E+1	1.051931E-2	4.355808E-1	-6.560810E-3
1.913750E+1	9.773999E-3	5.837623E-1	-2.035797E-1
1.930000E+1	1.068245E-2	5.176449E-1	-9.818073E-3
1.946250E+1	1.197638E-2	3.548405E-1	8.599585E-2
1.962500E+1	9.330849E-3	2.294921E-1	2.327745E-2
1.978750E+1	8.360503E-3	9.121967E-2	-8.063356E-2
1.995000E+1	1.079316E-2	5.889860E-1	-2.184262E-1
2.011250E+1	1.289600E-2	7.292983E-1	-9.612149E-2
