Imposed Vibration Voltage - Volt	Average Gamma X - Unitless	Average Gamma S - Unitless	Step Time - Second	null 5	null 6	null 7	
1.90000000E+0	0.00000000E+0	1.61416589E-1	9.98973846E-4	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.80000000E+0	0.00000000E+0	1.56500180E-1	3.42478049E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.70000000E+0	0.00000000E+0	1.51460110E-1	3.85172315E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.60000000E+0	0.00000000E+0	1.48490840E-1	3.42480200E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.50000000E+0	0.00000000E+0	1.46824815E-1	3.41764616E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.40000000E+0	0.00000000E+0	1.45420721E-1	3.44139870E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.30000000E+0	0.00000000E+0	1.45354819E-1	3.41783173E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.20000000E+0	0.00000000E+0	1.45430818E-1	3.41980062E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.10000000E+0	0.00000000E+0	1.44126648E-1	3.43176795E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.00000000E+0	0.00000000E+0	1.45347056E-1	3.42482091E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
9.00000000E-1	0.00000000E+0	1.44211861E-1	3.41947352E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
8.00000000E-1	0.00000000E+0	1.44930065E-1	3.42541801E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
7.00000000E-1	0.00000000E+0	1.44966858E-1	3.41385095E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
6.00000000E-1	0.00000000E+0	1.44336633E-1	3.41511451E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
5.00000000E-1	0.00000000E+0	1.45873995E-1	3.42460458E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
4.00000000E-1	0.00000000E+0	1.46253558E-1	3.43359042E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
3.00000000E-1	0.00000000E+0	1.44843727E-1	3.44133482E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
2.00000000E-1	0.00000000E+0	1.45483287E-1	3.41713155E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
1.00000000E-1	0.00000000E+0	1.45057199E-1	3.42312082E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
-2.22044605E-16	0.00000000E+0	1.45523484E-1	3.41514033E+2	0.00000000E+0	0.00000000E+0	0.00000000E+0
