188.14	911.00
188.61	885.00
189.09	896.00
189.56	883.00
190.03	891.00
190.50	933.00
190.98	872.00
191.45	885.00
191.92	919.00
192.39	899.00
192.87	905.00
193.34	908.00
193.81	915.00
194.28	914.00
194.76	878.00
195.23	874.00
195.70	924.00
196.17	887.00
196.64	913.00
197.12	913.00
197.59	906.00
198.06	886.00
198.53	887.00
199.00	906.00
199.48	913.00
199.95	893.00
200.42	902.00
200.89	922.00
201.36	882.00
201.84	876.00
202.31	904.00
202.78	914.00
203.25	920.00
203.72	896.00
204.20	906.00
204.67	926.00
205.14	867.00
205.61	872.00
206.08	927.00
206.56	878.00
207.03	891.00
207.50	927.00
207.97	910.00
208.44	906.00
208.91	915.00
209.39	902.00
209.86	925.00
210.33	894.00
210.80	894.00
211.27	919.00
211.74	885.00
212.21	881.00
212.69	892.00
213.16	883.00
213.63	906.00
214.10	905.00
214.57	910.00
215.04	910.00
215.51	887.00
215.99	920.00
216.46	904.00
216.93	875.00
217.40	893.00
217.87	902.00
218.34	888.00
218.81	907.00
219.28	884.00
219.76	873.00
220.23	922.00
220.70	886.00
221.17	889.00
221.64	915.00
222.11	897.00
222.58	900.00
223.05	908.00
223.52	922.00
223.99	908.00
224.47	912.00
224.94	882.00
225.41	931.00
225.88	877.00
226.35	904.00
226.82	919.00
227.29	902.00
227.76	900.00
228.23	909.00
228.70	902.00
229.17	918.00
229.64	894.00
230.11	904.00
230.58	917.00
231.06	902.00
231.53	877.00
232.00	920.00
232.47	907.00
232.94	901.00
233.41	900.00
233.88	892.00
234.35	899.00
234.82	888.00
235.29	899.00
235.76	925.00
236.23	918.00
236.70	882.00
237.17	911.00
237.64	913.00
238.11	888.00
238.58	885.00
239.05	908.00
239.52	922.00
239.99	881.00
240.46	892.00
240.93	929.00
241.40	887.00
241.87	868.00
242.34	909.00
242.81	886.00
243.28	884.00
243.75	883.00
244.22	906.00
244.69	925.00
245.16	880.00
245.63	894.00
246.10	927.00
246.57	915.00
247.04	877.00
247.51	916.00
247.98	918.00
248.45	897.00
248.92	913.00
249.39	904.00
249.86	915.00
250.33	878.00
250.80	882.00
251.27	916.00
251.74	904.00
252.21	900.00
252.68	910.00
253.15	888.00
253.62	915.00
254.09	886.00
254.56	914.00
255.03	918.00
255.50	897.00
255.96	890.00
256.43	907.00
256.90	881.00
257.37	894.00
257.84	907.00
258.31	908.00
258.78	900.00
259.25	901.00
259.72	934.00
260.19	916.00
260.66	869.00
261.13	894.00
261.60	913.00
262.07	898.00
262.53	892.00
263.00	920.00
263.47	921.00
263.94	921.00
264.41	879.00
264.88	894.00
265.35	934.00
265.82	908.00
266.29	884.00
266.75	918.00
267.22	885.00
267.69	893.00
268.16	895.00
268.63	926.00
269.10	913.00
269.57	888.00
270.04	877.00
270.51	923.00
270.97	897.00
271.44	886.00
271.91	922.00
272.38	918.00
272.85	881.00
273.32	884.00
273.79	912.00
274.25	947.00
274.72	900.00
275.19	879.00
275.66	939.00
276.13	899.00
276.60	888.00
277.06	895.00
277.53	913.00
278.00	920.00
278.47	900.00
278.94	897.00
279.41	921.00
279.87	875.00
280.34	899.00
280.81	938.00
281.28	868.00
281.75	908.00
282.22	907.00
282.68	902.00
283.15	899.00
283.62	888.00
284.09	897.00
284.56	931.00
285.02	877.00
285.49	893.00
285.96	915.00
286.43	911.00
286.90	901.00
287.36	913.00
287.83	904.00
288.30	900.00
288.77	871.00
289.23	902.00
289.70	907.00
290.17	875.00
290.64	904.00
291.11	925.00
291.57	890.00
292.04	902.00
292.51	893.00
292.98	913.00
293.44	899.00
293.91	899.00
294.38	914.00
294.85	929.00
295.31	875.00
295.78	899.00
296.25	919.00
296.72	912.00
297.18	897.00
297.65	920.00
298.12	903.00
298.59	886.00
299.05	890.00
299.52	890.00
299.99	934.00
300.45	882.00
300.92	889.00
301.39	924.00
301.86	891.00
302.32	907.00
302.79	898.00
303.26	917.00
303.72	915.00
304.19	904.00
304.66	903.00
305.13	937.00
305.59	890.00
306.06	890.00
306.53	927.00
306.99	901.00
307.46	908.00
307.93	895.00
308.39	898.00
308.86	902.00
309.33	909.00
309.79	887.00
310.26	913.00
310.73	868.00
311.19	892.00
311.66	929.00
312.13	888.00
312.59	870.00
313.06	922.00
313.53	906.00
313.99	910.00
314.46	895.00
314.93	920.00
315.39	920.00
315.86	918.00
316.33	877.00
316.79	918.00
317.26	927.00
317.73	911.00
318.19	890.00
318.66	909.00
319.13	924.00
319.59	888.00
320.06	896.00
320.52	930.00
320.99	909.00
321.46	904.00
321.92	925.00
322.39	901.00
322.86	907.00
323.32	882.00
323.79	898.00
324.25	921.00
324.72	901.00
325.19	893.00
325.65	943.00
326.12	925.00
326.58	902.00
327.05	908.00
327.52	903.00
327.98	906.00
328.45	888.00
328.91	922.00
329.38	919.00
329.84	900.00
330.31	904.00
330.78	934.00
331.24	897.00
331.71	893.00
332.17	929.00
332.64	899.00
333.10	910.00
333.57	890.00
334.04	887.00
334.50	933.00
334.97	879.00
335.43	874.00
335.90	908.00
336.36	878.00
336.83	914.00
337.29	917.00
337.76	902.00
338.22	912.00
338.69	871.00
339.15	893.00
339.62	900.00
340.09	901.00
340.55	878.00
341.02	918.00
341.48	896.00
341.95	897.00
342.41	906.00
342.88	894.00
343.34	911.00
343.81	869.00
344.27	917.00
344.74	924.00
345.20	893.00
345.67	878.00
346.13	918.00
346.60	898.00
347.06	937.00
347.53	916.00
347.99	898.00
348.46	910.00
348.92	884.00
349.39	910.00
349.85	942.00
350.32	912.00
350.78	910.00
351.24	921.00
351.71	894.00
352.17	914.00
352.64	904.00
353.10	911.00
353.57	906.00
354.03	874.00
354.50	895.00
354.96	958.00
355.43	915.00
355.89	874.00
356.36	901.00
356.82	899.00
357.28	881.00
357.75	890.00
358.21	906.00
358.68	924.00
359.14	891.00
359.61	898.00
360.07	921.00
360.53	892.00
361.00	885.00
361.46	940.00
361.93	884.00
362.39	919.00
362.85	899.00
363.32	903.00
363.78	923.00
364.25	909.00
364.71	903.00
365.18	934.00
365.64	916.00
366.10	878.00
366.57	920.00
367.03	906.00
367.49	926.00
367.96	861.00
368.42	899.00
368.89	916.00
369.35	902.00
369.81	892.00
370.28	925.00
370.74	906.00
371.20	870.00
371.67	910.00
372.13	900.00
372.60	930.00
373.06	870.00
373.52	901.00
373.99	922.00
374.45	891.00
374.91	902.00
375.38	909.00
375.84	898.00
376.30	884.00
376.77	915.00
377.23	919.00
377.69	907.00
378.16	898.00
378.62	904.00
379.08	936.00
379.55	906.00
380.01	900.00
380.47	919.00
380.94	915.00
381.40	908.00
381.86	907.00
382.33	903.00
382.79	909.00
383.25	887.00
383.72	914.00
384.18	925.00
384.64	879.00
385.10	914.00
385.57	931.00
386.03	899.00
386.49	915.00
386.96	894.00
387.42	917.00
387.88	932.00
388.34	910.00
388.81	869.00
389.27	927.00
389.73	907.00
390.20	889.00
390.66	916.00
391.12	906.00
391.58	916.00
392.05	883.00
392.51	893.00
392.97	928.00
393.43	893.00
393.90	909.00
394.36	936.00
394.82	888.00
395.28	887.00
395.75	878.00
396.21	899.00
396.67	902.00
397.13	886.00
397.60	920.00
398.06	920.00
398.52	883.00
398.98	898.00
399.44	921.00
399.91	899.00
400.37	866.00
400.83	905.00
401.29	898.00
401.76	928.00
402.22	893.00
402.68	907.00
403.14	917.00
403.60	886.00
404.07	879.00
404.53	942.00
404.99	899.00
405.45	905.00
405.91	900.00
406.38	919.00
406.84	910.00
407.30	898.00
407.76	914.00
408.22	931.00
408.68	893.00
409.15	898.00
409.61	893.00
410.07	912.00
410.53	885.00
410.99	918.00
411.45	923.00
411.92	910.00
412.38	887.00
412.84	900.00
413.30	905.00
413.76	900.00
414.22	900.00
414.69	925.00
415.15	907.00
415.61	923.00
416.07	921.00
416.53	899.00
416.99	917.00
417.45	891.00
417.91	913.00
418.38	914.00
418.84	900.00
419.30	915.00
419.76	916.00
420.22	885.00
420.68	903.00
421.14	898.00
421.60	908.00
422.06	915.00
422.53	906.00
422.99	918.00
423.45	921.00
423.91	907.00
424.37	907.00
424.83	942.00
