"id","frame","x [nm]","y [nm]","intensity [photon]","uncertainty_xy [nm]"
581,64,8474.28,17970.9,2287.33,9.80343
582,64,18318.1,18216.7,2002.43,11.097
583,64,1269.92,18606.9,6284.07,3.99359
584,64,22341.5,20846.9,1772.07,12.4462
585,64,42492.8,21277.7,2776.48,8.20017
586,64,39863,21530.9,4858.99,4.97574
587,64,49259.8,24783.5,2850.75,8.00469
588,64,37452,26484.1,4289.77,5.54811
589,64,47494.6,26819.1,3114.77,7.38497
590,64,45541.6,27016.6,3296.96,7.01492
591,64,25017.3,27615.2,3021.35,7.59193
592,64,29476.9,29059.9,2305.32,9.73246
593,64,20925.5,29457.8,1778.46,12.4042
594,64,32310.3,32021.9,3735.05,6.27218
595,64,3314.66,33435.4,3349.19,6.91624
596,64,35505.6,33694.3,1637.46,13.4101
597,64,24811.5,34373.3,3386.32,6.84791
598,64,43818.5,34580.6,2345.36,9.5784
599,64,23452.5,34500.7,4359.4,5.47015
600,64,48319.4,34651,3159.44,7.29029
601,64,46924.5,34829.6,5016.81,4.83983
602,64,2617.14,35722.1,2902.98,7.8732
603,64,1689.53,36933.7,1473.25,14.824
604,64,4903.04,37258.4,2683.64,8.45968
605,64,5850.09,40020.4,2841.47,8.02856
606,64,3664.31,41916.3,3389.8,6.84158
607,64,5895.82,44043.5,2179.99,10.2512
608,64,35671.5,44790.1,2461.99,9.15809
609,64,3959.65,44958.3,3105.48,7.40498
610,64,27234,45262.7,2065.68,10.7791
611,64,40446.7,45796.8,1362.42,15.9705
612,64,28263.5,46782.3,1632.23,13.4507
613,64,5887.79,48317.8,5565.73,4.42657
614,65,6693.08,695.859,4019.37,5.87628
615,65,36675.2,1841.21,3212.25,7.18179
616,65,33332.9,2044.64,3498.89,6.6496
617,65,9664.83,3102.48,2822.32,8.07831
618,65,38061.6,3861.19,3856.9,6.09541
619,65,43900.9,4992.4,3538.35,6.58306
620,65,32297.4,5030.17,3609.72,6.46637
621,65,12339,6411.84,2732.38,8.32125
622,65,7729.83,7102.8,7752.1,3.35505
623,65,31466.2,8896.93,2865.26,7.96768
624,65,2038.8,8969.63,2844.95,8.01959
625,65,15349.1,10553.6,2835.67,8.04357
626,65,2217.43,13086.3,2643.6,8.57719
627,65,15772.8,13539.2,2849.01,8.00915
628,65,13760.3,13869,3041.65,7.54586
629,65,10624,15997.4,3630.02,6.434
630,65,5752.13,16653.1,2944.75,7.77136
631,65,23727.2,17331.6,4723.21,5.09986
632,65,8459.7,17950.8,2460.83,9.16208
633,65,18339.3,18242.8,2048.27,10.8646
634,65,1204.39,18619,5926.06,4.19644
635,65,22361.5,20825.1,1750.6,12.59
636,65,42497.6,21256.1,2638.96,8.59105
637,65,39863.6,21534.3,4691.3,5.13006
638,65,49274.4,24769.7,2777.64,8.19703
639,65,37434.8,26486.9,4459.2,5.36261
640,65,47498.9,26832.1,3104.9,7.40624
641,65,45541.6,27021,3140.3,7.33054
642,65,25003.7,27557.1,3056.74,7.51203
643,65,29460.5,29042.8,2167.8,10.3048
644,65,20964.6,29492.8,1593.36,13.7612
645,65,32287.2,32024.3,3834.85,6.12657
646,65,3272.85,33415.1,3433.9,6.76251
647,65,35518.2,33703.6,1721.59,12.7901
648,65,24806.3,34363.9,3331.78,6.94879
649,65,43812.5,34561.1,2292.56,9.78271
650,65,23455.9,34511.7,4176.04,5.681
651,65,48315.9,34639.4,3180.91,7.24574
652,65,46932.6,34816.4,4974.46,4.87547
653,65,2618.46,35727,2756.75,8.25386
654,65,1679.08,36908.6,1493.56,14.6323
655,65,4900.32,37262.1,2847.85,8.01213
656,65,5853.04,40031.3,2767.78,8.22376
657,65,3644.36,41946,3378.2,6.86273
658,65,5864.23,44046.2,2218.86,10.0841
659,65,35645.7,44790.8,2381.91,9.44225
660,65,3982.58,44959.7,3172.79,7.26253
661,65,27237.5,45267.2,1957.17,11.3371
662,65,40459.5,45787.3,1342.69,16.1945
663,65,28270.5,46782.5,1474.41,14.8129
664,65,5877.82,48338.8,5266.32,4.64143
665,81,6681.18,690.094,4056.51,5.82864
666,81,36680.8,1812,3413.59,6.79868
667,81,33331.9,2038.08,3565.04,6.53888
668,81,9664.79,3092.53,2908.2,7.86031
669,81,38064.9,3858.05,3870.83,6.07591
670,81,43898.5,4998.51,3489.6,6.66548
671,81,32307.5,5030.3,3840.07,6.11916
672,81,12341,6408.12,2925.6,7.81768
673,81,7738.66,7081.95,8555.74,3.09675
674,81,31475.5,8907.98,3071.83,7.47854
675,81,2054.66,8929.61,2743.99,8.28901
676,81,15336.2,10568.8,2949.4,7.76022
677,81,2206.58,13104.9,3056.16,7.51333
678,81,15773.8,13537.8,3041.65,7.54586
679,81,13764.3,13850.6,3431,6.76765
680,81,10627.2,16046.8,3787.85,6.1942
681,81,5773.78,16638.6,2794.47,8.15188
682,81,23702.3,17322.5,4624.57,5.19455
683,81,8472.14,17955.4,2436.46,9.24667
684,81,18344.4,18243.6,2350.58,9.55869
685,81,1189.33,18612.8,6291.62,3.98956
686,81,22343.1,20839.8,1749.44,12.5979
687,81,42494.1,21253.2,2782.28,8.18452
688,81,39850.3,21546.1,5039.44,4.82104
689,81,49274.6,24762,3070.67,7.4811
690,81,37449.6,26509,4596.72,5.22201
691,81,47487.6,26837.6,3118.25,7.37749
692,81,45543.8,27016.5,3360.79,6.89473
693,81,24996.5,27577.1,3245.32,7.11561
694,81,29439,29089.9,2431.23,9.26502
695,81,20952.8,29481.4,1698.38,12.955
696,81,32293.8,32024.1,4035.62,5.85533
697,81,3290.23,33431.9,3353.83,6.90762
698,81,35551.6,33703.7,1563.77,14.0079
699,81,24811.9,34363.9,3426.36,6.7759
700,81,43835.9,34610.1,2376.69,9.46144
701,81,23459.6,34529.6,4515.48,5.30404
702,81,48299.1,34626.2,2941.27,7.77973
703,81,46922.4,34799.3,5143.31,4.73687
704,81,2649.13,35725.9,2869.9,7.95592
705,81,1681.58,36903.3,1373.44,15.8482
706,81,4914.18,37222.4,2791.57,8.15962
707,81,5886.66,40050.8,2929.67,7.8078
708,81,3687.76,41943.6,3206.44,7.19354
709,81,5850.55,44042.9,2251.36,9.94876
710,81,35644.7,44782.7,2438.78,9.23854
711,81,3986.4,44967.4,3174.53,7.25893
712,81,27224.5,45245.7,1972.26,11.2558
713,81,40468,45791.6,1347.33,16.1412
714,81,28290.9,46791.9,1549.26,14.1323
715,81,5891.94,48326.9,5697.44,4.33911
716,82,6688.37,692.402,4164.43,5.69497
717,82,36693,1800.13,3119.41,7.37501
718,82,33341.1,2029.25,3509.91,6.63086
719,82,9671.65,3113.33,3010.32,7.61719
720,82,38063.8,3816.26,3905.06,6.02857
721,82,43902.1,5006.4,3732.73,6.27566
722,82,32313.1,5039.37,3621.9,6.44691
723,82,12326.4,6419.53,3022.51,7.58928
724,82,7726.41,7102.68,8578.95,3.09
725,82,31466.2,8905.85,3108.38,7.39871
726,82,2025.66,8927.11,2826.38,8.0677
727,82,15344.6,10557.2,2894.27,7.89479
728,82,2205.53,13088.5,2848.43,8.01064
729,82,15775,13539.7,2963.32,7.72701
730,82,13756.2,13866.4,3227.91,7.15027
731,82,10639.2,16011.8,3868.51,6.07915
732,82,5750.14,16649.7,2946.49,7.76718
733,82,23734.8,17326.6,4637.91,5.1815
734,82,8478.46,17958.8,2571.07,8.79937
735,82,18336.8,18229.7,2385.98,9.42738
736,82,1266.96,18618.7,6620.62,3.82263
737,82,22351.7,20812.1,1758.73,12.5352
738,82,42501.4,21272.4,2813.62,8.10114
739,82,39856.6,21539.8,4970.98,4.87843
740,82,49297.4,24750.5,3035.27,7.56027
741,82,37431.5,26524.4,4450.49,5.3718
742,82,47490.4,26824.3,3409.53,6.80596
743,82,45548.9,27022.1,3420.56,6.78623
744,82,25016,27572,3261.57,7.08359
745,82,29488.7,29080.4,2358.7,9.52821
746,82,20929.7,29476.3,1594.52,13.7517
747,82,32304.6,32013.7,3979.91,5.92786
748,82,3273.44,33449.2,3552.27,6.55993
749,82,35526.5,33706.4,1669.37,13.1676
750,82,24777.4,34367.1,3350.35,6.91408
751,82,43830.6,34563.4,2238.59,10.0014
752,82,23422.9,34528.6,4337.35,5.49457
753,82,48314,34642.5,3222.69,7.16074
754,82,46921.3,34845.7,5277.93,4.63265
755,82,2651.99,35738.1,2860.62,7.97948
756,82,1680.35,36916.1,1449.46,15.0553
757,82,4898.74,37226.6,2914,7.84604
758,82,5888.04,40029.4,2844.37,8.02108
759,82,3649.19,41910.7,3266.79,7.07337
760,82,5858.44,44007.4,2404.54,9.36003
761,82,35654.5,44803.6,2514.21,8.98249
762,82,3978.51,44975.2,3193.1,7.22072
763,82,27215.5,45234.2,2019.84,11.0075
764,82,40469.4,45783.8,1453.52,15.0153
765,82,28277.9,46804.9,1599.74,13.7092
766,82,5897.02,48338.6,5640.58,4.37638
767,83,6696.09,691.98,4203.89,5.6478
768,83,36686,1830.02,3184.98,7.23738
769,83,33341.3,2045.87,3436.22,6.75841
770,83,9663.32,3114.52,2857.72,7.98688
771,83,38062.7,3837.92,3739.11,6.26611
772,83,43901,5002,3578.96,6.51609
773,83,32295,5020.9,3465.81,6.70654
774,83,12340.8,6412.34,2975.51,7.69821
775,83,7734.52,7077.39,8526.73,3.10525
776,83,31483.4,8886.67,3244.74,7.11676
777,83,2029.65,8947.1,2839.15,8.03456
778,83,15328.4,10536.7,2745.15,8.2858
779,83,2217.51,13080.6,2934.89,7.79514
780,83,15769,13533.3,2874.54,7.9442
781,83,13761.2,13869.7,3373.56,6.87123
782,83,10633.1,16038.4,3914.35,6.01587
783,83,5757.63,16671,2779.38,8.19234
784,83,23736.8,17338.7,4509.68,5.31001
785,83,8466.43,17956.7,2591.38,8.73591
786,83,18331.8,18229.7,2231.63,10.0304
787,83,1238.77,18614.3,6479.62,3.89212
788,83,22332.6,20836,1719.85,12.8023
789,83,42498.7,21248.7,2654.05,8.5462
790,83,39857.9,21542.9,4885.1,4.95266
791,83,49292,24785.3,2941.27,7.77973
792,83,37440.4,26540.2,4401.75,5.42392
793,83,47497.1,26824.3,3262.73,7.08132
794,83,45541.3,27024.9,3507.59,6.6348
795,83,25001.8,27588.4,3265.05,7.07677
796,83,29470.7,29058.2,2256,9.92974
797,83,20928.3,29462.6,1666.47,13.1892
798,83,32292.8,32023.9,3809.32,6.1631
799,83,3283.77,33458.7,3313.21,6.98389
800,83,35545.2,33680.7,1579.43,13.8762
801,83,24804,34356.5,3222.11,7.16191
802,83,43794.2,34568,2333.75,9.62252
803,83,23466.8,34503.2,4352.43,5.47783
804,83,48309.2,34635.6,3349.77,6.91516
805,83,46925.9,34807.6,4971.56,4.87793
806,83,2621.7,35731.6,2893.11,7.89767
807,83,1679.06,36918,1524.31,14.3517
808,83,4914.21,37233.6,2703.95,8.40139
809,83,5850.91,40044.1,2753.27,8.26341
810,83,3662.91,41927.3,3063.7,7.49653
811,83,5866.31,44018.2,2254.84,9.93449
812,83,35673.6,44832.5,2428.91,9.2732
813,83,3969.38,44957.9,3131.01,7.35023
814,83,27236.4,45261.2,1974,11.2465
815,83,40450,45797.3,1295.11,16.7626
816,83,28294,46801.4,1565.51,13.9931
817,83,5871.06,48328.3,5465.35,4.49601
818,84,6705.51,682.711,4311.81,5.52315
819,84,36692.8,1828.59,3135.07,7.3416
820,84,33341,2031.75,3455.37,6.72475
821,84,9660.86,3091.19,2854.23,7.99577
822,84,38065.6,3842.52,3643.37,6.41293
823,84,43911.9,4998.56,3416.49,6.79348
824,84,32299.2,5026.82,3682.83,6.3515
825,84,12342.3,6418.27,2964.48,7.72426
826,84,7746.12,7075.64,8405.46,3.14138
827,84,31482.4,8890.24,3239.52,7.12712
828,84,2007.41,8960.83,2727.16,8.33584
829,84,15341.8,10562.7,2790.41,8.16273
830,84,2207.88,13088.7,3024.25,7.58531
831,84,15759.7,13534.1,2908.78,7.85888
832,84,13764.8,13867.3,3405.47,6.81326
833,84,10594.9,15998.4,3963.09,5.95017
834,84,5742.55,16642.4,3107.8,7.39997
835,84,23716.8,17325.1,4882.2,4.95521
836,84,8478.9,17960.5,2434.72,9.25278
837,84,18331.1,18219.8,2274.57,9.85447
838,84,1241.02,18603.6,6352.54,3.95736
839,84,22360.4,20839,1747.12,12.6137
840,84,42509.9,21264.5,2797.37,8.14414
841,84,39860.8,21566.7,5015.65,4.8408
842,84,49282.4,24774.3,3182.65,7.24216
843,84,37474.8,26504.9,4480.09,5.3407
844,84,47494.2,26831.2,3178.59,7.25053
845,84,45554.1,27033.7,3397.93,6.82686
846,84,25023.2,27570.1,3196,7.21479
847,84,29482.2,29071.9,2260.06,9.91317
848,84,20951.2,29497.1,1678.07,13.103
849,84,32299,32019.6,4046.06,5.84195
850,84,3312.36,33410,3412.43,6.80075
851,84,35559.7,33708.4,1643.84,13.3609
852,84,24818.2,34368.9,3222.11,7.16191
853,84,43843.6,34593,2372.05,9.47858
854,84,23461.5,34518.8,4460.36,5.36139
855,84,48313.5,34632.6,3497.15,6.65257
856,84,46931.3,34811.9,4937.9,4.90671
857,84,2615.87,35720.4,2977.25,7.69411
858,84,1688.81,36952.2,1505.74,14.5197
859,84,4898.11,37239.6,2855.98,7.99132
860,84,5874.93,40043.7,2821.16,8.08134
861,84,3640.78,41940.5,3326.56,6.95862
862,84,5875.02,44057.3,2176.51,10.2665
863,84,35654.7,44757.9,2520.59,8.96153
864,84,3969,44940.1,3006.84,7.62521
865,84,27235.7,45224.6,1905.53,11.6249
866,84,40471.4,45782.9,1377.51,15.8036
867,84,28265.5,46797.4,1699.54,12.9466
868,84,5878.02,48313.7,5666.11,4.35955
869,85,6714.63,688.492,4233.48,5.61299
870,85,36684.6,1811.17,3300.44,7.00825
871,85,33340.1,2045.13,3425.78,6.77693
872,85,9704.66,3107.47,2822.32,8.07831
873,85,38072.1,3813.43,3614.94,6.45801
874,85,43884.5,5009.82,3580.12,6.51419
875,85,32305.8,5025.35,3887.65,6.05254
876,85,12348.7,6419.87,3068.93,7.48495
877,85,7738.76,7082.32,8201.79,3.20441
878,85,31455.7,8909.54,3192.52,7.22191
879,85,2021.23,8965.59,2850.75,8.00469
880,85,15346.8,10598.4,2826.96,8.06619
881,85,2207.66,13102.1,2779.96,8.19077
882,85,15771,13535.8,2905.88,7.86603
883,85,13766.1,13859.7,3337.58,6.93791
884,85,10623.5,16023.3,3932.91,5.99065
885,85,5762.59,16636.8,2992.91,7.65747
886,85,23739.6,17336.8,4633.27,5.18603
887,85,8487.39,17958.7,2556.57,8.84532
888,85,18341.7,18215.7,2208.42,10.1284
889,85,1211.49,18605.3,6316.57,3.9763
890,85,22331.3,20858.2,1829.52,12.078
891,85,42504.9,21260.6,2654.05,8.5462
892,85,39857.2,21531.6,4924.56,4.91823
893,85,49269.7,24767.8,3066.6,7.49009
894,85,37442,26474.6,4676.21,5.14448
895,85,47491.9,26837.7,3328.88,6.95425
896,85,45555.2,27032.7,3370.07,6.87762
897,85,25032.8,27590.6,3149.58,7.31097
898,85,29470.6,29056.1,2367.99,9.49362
899,85,20954.3,29453.5,1700.12,12.9425
900,85,32309.4,32026.1,3965.41,5.94708
901,85,3277.74,33465.5,3139.72,7.33177
902,85,35536.8,33695.8,1561.44,14.0277
903,85,24770.2,34382.1,3300.44,7.00825
904,85,43802,34569.2,2217.12,10.0914
905,85,23461,34508.5,4431.93,5.39152
906,85,48299.7,34639.2,3349.19,6.91624
907,85,46928.9,34811.6,5098.63,4.77266
908,85,2611.11,35740.7,2897.17,7.88758
909,85,1681.18,36954.4,1468.02,14.8741
910,85,4916.08,37227.9,2721.94,8.35049
911,85,5884.86,40048.5,2897.75,7.88614
912,85,3643.06,41916,3222.11,7.16191
913,85,5881.29,44019.4,2132.99,10.4614
914,85,35634.1,44795.3,2442.84,9.22435
915,85,3970.72,44956.7,3106.06,7.40373
916,85,27229.7,45218.7,1964.72,11.2963
917,85,40456.5,45802.4,1364.16,15.9511
918,85,28287.6,46804.1,1700.7,12.9383
919,85,5880.68,48327.1,5657.99,4.36489
920,86,6665.21,674.961,4216.65,5.63273
921,86,36678.1,1836.19,3227.91,7.15027
922,86,33342.9,2031.73,3424.62,6.77899
923,86,9672.11,3115.11,2806.07,8.12105
924,86,38066.6,3835.37,3807,6.16645
925,86,43890,4986.06,3435.64,6.75943
926,86,32308.9,5032.55,3507.01,6.63578
927,86,12357.6,6414.12,3029.47,7.57343
928,86,7731.14,7111.23,8028.3,3.26057
929,86,31457.9,8897.35,3071.83,7.47854
930,86,2031.27,8970.45,2740.51,8.29865
931,86,15362.9,10614.6,2783.44,8.1814
932,86,2201.4,13103.8,2842.63,8.02557
933,86,15770.3,13543.4,2720.2,8.35539
934,86,13781.2,13851.2,3096.2,7.42511
935,86,10617.9,16016.8,3811.06,6.16059
936,86,5755.98,16671.2,2817.68,8.09047
937,86,23719.6,17332.1,4831.14,5.00064
938,86,8474.89,17942.1,2450.96,9.19612
939,86,18339.3,18247,2202.04,10.1557
940,86,1215.45,18606.6,6355.44,3.95584
941,86,22359.5,20838.1,1781.94,12.3813
942,86,42495.3,21262.6,2581.52,8.76661
943,86,39841.3,21538.2,4979.68,4.87105
944,86,49273.4,24768.8,2990.01,7.66422
945,86,37401.5,26541.3,4434.83,5.38843
946,86,47490.3,26809.5,3046.3,7.53542
947,86,45543.6,27011.5,3239.52,7.12712
948,86,25011.1,27596.9,3084.59,7.45045
949,86,29477.7,29062,2474.75,9.11449
950,86,20948.9,29455.5,1796.44,12.2872
951,86,32296.9,32014.6,3780.89,6.20436
952,86,3270.82,33459.7,3377.62,6.86379
953,86,35519.2,33683,1614.83,13.5879
954,86,24773.5,34352.8,3362.53,6.89151
955,86,43816.8,34578.4,2358.7,9.52821
956,86,23460.2,34524.4,4496.91,5.3232
957,86,48303.9,34635.8,3298.7,7.01158
958,86,46924.4,34804.9,5183.35,4.70531
959,86,2618.33,35699.4,2860.62,7.97948
960,86,1675.15,36934.8,1408.84,15.4684
961,86,4903.11,37243.4,2933.15,7.79936
962,86,5847.43,40013.2,2790.99,8.16117
963,86,3668.9,41922.6,3244.74,7.11676
964,86,5878.59,44032.3,2295.46,9.77124
965,86,35626.8,44774.2,2477.07,9.10661
966,86,3972.9,44956.9,3150.74,7.30853
967,86,27254.3,45242.1,1935.7,11.4549
968,86,40460.2,45788.1,1363,15.9641
969,86,28285.5,46813.9,1566.67,13.9833
970,86,5871.08,48332.6,5396.3,4.54526
