-2,492	-0,084
-2,490	-0,084
-2,490	-0,083
-2,486	-0,083
-2,486	-0,083
-2,483	-0,081
-2,480	-0,081
-2,477	-0,080
-2,474	-0,079
-2,474	-0,078
-2,466	-0,077
-2,466	-0,077
-2,462	-0,075
-2,457	-0,075
-2,453	-0,074
-2,448	-0,072
-2,448	-0,072
-2,437	-0,072
-2,437	-0,070
-2,437	-0,070
-2,437	-0,069
-2,426	-0,067
-2,426	-0,066
-2,413	-0,064
-2,413	-0,064
-2,406	-0,061
-2,400	-0,061
-2,400	-0,059
-2,385	-0,058
-2,385	-0,058
-2,378	-0,055
-2,370	-0,055
-2,362	-0,053
-2,354	-0,051
-2,354	-0,050
-2,336	-0,048
-2,336	-0,048
-2,327	-0,044
-2,318	-0,044
-2,318	-0,043
-2,298	-0,041
-2,298	-0,041
-2,278	-0,038
-2,278	-0,038
-2,278	-0,038
-2,278	-0,036
-2,257	-0,035
-2,257	-0,035
-2,235	-0,032
-2,235	-0,032
-2,224	-0,029
-2,212	-0,029
-2,212	-0,027
-2,188	-0,025
-2,188	-0,025
-2,176	-0,023
-2,163	-0,023
-2,151	-0,021
-2,138	-0,020
-2,138	-0,019
-2,111	-0,017
-2,111	-0,017
-2,098	-0,015
-2,084	-0,015
-2,084	-0,014
-2,056	-0,013
-2,056	-0,013
-2,027	-0,013
-2,027	-0,010
-2,027	-0,010
-2,027	-0,009
-1,997	-0,008
-1,997	-0,008
-1,966	-0,006
-1,966	-0,006
-1,950	-0,005
-1,934	-0,005
-1,934	-0,004
-1,902	-0,003
-1,902	-0,003
-1,886	-0,002
-1,869	-0,002
-1,852	-0,000
-1,835	-0,000
-1,835	0,000
-1,801	0,001
-1,801	0,001
-1,783	0,002
-1,765	0,002
-1,765	0,002
-1,729	0,003
-1,729	0,003
-1,729	0,003
-1,711	0,004
-1,692	0,004
-1,692	0,004
-1,655	0,004
-1,655	0,004
-1,617	0,005
-1,617	0,005
-1,597	0,006
-1,578	0,006
-1,578	0,006
-1,538	0,006
-1,538	0,006
-1,518	0,006
-1,498	0,006
-1,478	0,007
-1,458	0,007
-1,458	0,007
-1,416	0,007
-1,416	0,007
-1,395	0,007
-1,374	0,007
-1,374	0,007
-1,332	0,008
-1,332	0,008
-1,332	0,008
-1,311	0,008
-1,289	0,008
-1,289	0,008
-1,245	0,008
-1,245	0,008
-1,202	0,008
-1,202	0,008
-1,179	0,008
-1,157	0,008
-1,157	0,008
-1,112	0,008
-1,112	0,008
-1,067	0,009
-1,067	0,009
-1,044	0,009
-1,021	0,009
-1,021	0,009
-0,974	0,009
-0,974	0,009
-0,951	0,009
-0,927	0,009
-0,927	0,009
-0,927	0,009
-0,881	0,009
-0,881	0,009
-0,857	0,009
-0,833	0,009
-0,833	0,009
-0,785	0,009
-0,785	0,009
-0,737	0,009
-0,737	0,009
-0,713	0,009
-0,689	0,009
-0,665	0,009
-0,640	0,009
-0,640	0,009
-0,591	0,009
-0,591	0,009
-0,567	0,009
-0,542	0,009
-0,542	0,009
-0,493	0,009
-0,493	0,009
-0,468	0,009
-0,443	0,009
-0,443	0,009
-0,443	0,009
-0,394	0,009
-0,394	0,009
-0,394	0,009
-0,394	0,009
-0,344	0,009
-0,294	0,009
-0,294	0,009
-0,244	0,009
-0,244	0,009
-0,219	0,009
-0,194	0,009
-0,194	0,009
-0,143	0,009
-0,143	0,009
-0,093	0,009
-0,093	0,009
-0,067	0,009
-0,042	0,009
-0,042	0,009
0,008	0,009
0,008	0,009
0,034	0,009
0,059	0,009
0,059	0,009
0,059	0,009
0,109	0,009
0,109	0,009
0,134	0,009
0,160	0,009
0,185	0,009
0,210	0,009
0,210	0,009
0,260	0,009
0,260	0,009
0,285	0,010
0,310	0,010
0,310	0,010
0,360	0,010
0,360	0,010
0,385	0,011
0,410	0,011
0,435	0,012
0,459	0,014
0,459	0,017
0,500	0,021
0,500	0,021
0,500	0,034
0,500	0,034
0,500	0,034
0,500	0,044
0,605	0,053
0,605	0,053
0,628	0,077
0,652	0,077
0,652	0,090
0,699	0,103
0,699	0,118
0,745	0,133
0,745	0,133
0,768	0,165
0,791	0,165
0,791	0,182
0,836	0,200
0,836	0,200
0,859	0,237
0,881	0,237
0,903	0,276
0,926	0,276
0,926	0,297
0,969	0,318
0,969	0,318
0,991	0,318
1,013	0,362
1,013	0,362
1,013	0,385
1,055	0,408
1,055	0,408
1,076	0,457
1,097	0,457
1,097	0,483
1,139	0,509
1,139	0,536
1,180	0,563
1,180	0,563
1,200	0,620
1,220	0,620
1,220	0,649
1,259	0,679
1,259	0,679
1,279	0,742
1,298	0,742
1,317	0,807
1,336	0,807
1,336	0,807
1,373	0,807
1,373	0,876
1,391	0,876
1,409	0,947
1,409	0,947
1,409	0,985
1,445	1,023
1,445	1,023
1,463	1,101
1,480	1,101
