Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,17827.051,0.00000,16012.768
1,20691.816,0.00901,16033.650
2,26457.271,0.01802,16054.761
3,40664.477,0.02703,16076.102
4,40956.125,0.03604,16097.674
5,40586.176,0.04505,16119.479
6,25210.801,0.05405,16141.521
7,21778.000,0.06306,16163.799
8,15078.766,0.07207,16186.314
9,13240.310,0.08108,16209.071
,,0.09009,16232.070
,,0.09910,16255.312
,,0.10811,16278.802
,,0.11712,16302.537
,,0.12613,16326.521
,,0.13514,16350.758
,,0.14414,16375.246
,,0.15315,16399.988
,,0.16216,16424.988
,,0.17117,16450.244
,,0.18018,16475.762
,,0.18919,16501.539
,,0.19820,16527.582
,,0.20721,16553.887
,,0.21622,16580.461
,,0.22523,16607.303
,,0.23423,16634.414
,,0.24324,16661.797
,,0.25225,16689.455
,,0.26126,16717.387
,,0.27027,16745.598
,,0.27928,16774.086
,,0.28829,16802.855
,,0.29730,16831.906
,,0.30631,16861.242
,,0.31532,16890.863
,,0.32432,16920.771
,,0.33333,16950.971
,,0.34234,16981.459
,,0.35135,17012.240
,,0.36036,17043.316
,,0.36937,17074.688
,,0.37838,17106.357
,,0.38739,17138.326
,,0.39640,17170.596
,,0.40541,17203.166
,,0.41441,17236.043
,,0.42342,17269.225
,,0.43243,17302.715
,,0.44144,17336.514
,,0.45045,17370.623
,,0.45946,17405.045
,,0.46847,17439.779
,,0.47748,17474.830
,,0.48649,17510.199
,,0.49550,17545.885
,,0.50450,17581.893
,,0.51351,17618.221
,,0.52252,17654.873
,,0.53153,17691.850
,,0.54054,17729.152
,,0.54955,17766.783
,,0.55856,17804.744
,,0.56757,17843.035
,,0.57658,17881.656
,,0.58559,17920.613
,,0.59459,17959.904
,,0.60360,17999.533
,,0.61261,18039.500
,,0.62162,18079.805
,,0.63063,18120.449
,,0.63964,18161.438
,,0.64865,18202.770
,,0.65766,18244.445
,,0.66667,18286.467
,,0.67568,18328.836
,,0.68468,18371.553
,,0.69369,18414.621
,,0.70270,18458.039
,,0.71171,18501.811
,,0.72072,18545.934
,,0.72973,18590.412
,,0.73874,18635.246
,,0.74775,18680.438
,,0.75676,18725.988
,,0.76577,18771.896
,,0.77477,18818.166
,,0.78378,18864.795
,,0.79279,18911.789
,,0.80180,18959.145
,,0.81081,19006.865
,,0.81982,19054.949
,,0.82883,19103.402
,,0.83784,19152.221
,,0.84685,19201.408
,,0.85586,19250.965
,,0.86486,19300.891
,,0.87387,19351.188
,,0.88288,19401.857
,,0.89189,19452.896
,,0.90090,19504.311
,,0.90991,19556.100
,,0.91892,19608.262
,,0.92793,19660.799
,,0.93694,19713.711
,,0.94595,19767.002
,,0.95495,19820.668
,,0.96396,19874.713
,,0.97297,19929.135
,,0.98198,19983.938
,,0.99099,20039.117
,,1.00000,20094.678
,,1.00901,20150.617
,,1.01802,20206.939
,,1.02703,20263.641
,,1.03604,20320.723
,,1.04505,20378.188
,,1.05405,20436.033
,,1.06306,20494.262
,,1.07207,20552.871
,,1.08108,20611.863
,,1.09009,20671.238
,,1.09910,20730.996
,,1.10811,20791.137
,,1.11712,20851.660
,,1.12613,20912.566
,,1.13514,20973.855
,,1.14414,21035.525
,,1.15315,21097.580
,,1.16216,21160.016
,,1.17117,21222.836
,,1.18018,21286.035
,,1.18919,21349.619
,,1.19820,21413.582
,,1.20721,21477.928
,,1.21622,21542.654
,,1.22523,21607.762
,,1.23423,21673.248
,,1.24324,21739.115
,,1.25225,21805.359
,,1.26126,21871.984
,,1.27027,21938.986
,,1.27928,22006.367
,,1.28829,22074.123
,,1.29730,22142.256
,,1.30631,22210.764
,,1.31532,22279.646
,,1.32432,22348.902
,,1.33333,22418.531
,,1.34234,22488.533
,,1.35135,22558.904
,,1.36036,22629.646
,,1.36937,22700.758
,,1.37838,22772.236
,,1.38739,22844.082
,,1.39640,22916.293
,,1.40541,22988.869
,,1.41441,23061.809
,,1.42342,23135.109
,,1.43243,23208.771
,,1.44144,23282.793
,,1.45045,23357.172
,,1.45946,23431.906
,,1.46847,23506.996
,,1.47748,23582.439
,,1.48649,23658.236
,,1.49550,23734.381
,,1.50450,23810.875
,,1.51351,23887.717
,,1.52252,23964.902
,,1.53153,24042.432
,,1.54054,24120.301
,,1.54955,24198.510
,,1.55856,24277.057
,,1.56757,24355.939
,,1.57658,24435.154
,,1.58559,24514.701
,,1.59459,24594.578
,,1.60360,24674.781
,,1.61261,24755.309
,,1.62162,24836.158
,,1.63063,24917.328
,,1.63964,24998.816
,,1.64865,25080.621
,,1.65766,25162.736
,,1.66667,25245.162
,,1.67568,25327.896
,,1.68468,25410.938
,,1.69369,25494.279
,,1.70270,25577.922
,,1.71171,25661.861
,,1.72072,25746.094
,,1.72973,25830.619
,,1.73874,25915.432
,,1.74775,26000.529
,,1.75676,26085.910
,,1.76577,26171.572
,,1.77477,26257.510
,,1.78378,26343.719
,,1.79279,26430.201
,,1.80180,26516.947
,,1.81081,26603.959
,,1.81982,26691.230
,,1.82883,26778.760
,,1.83784,26866.541
,,1.84685,26954.574
,,1.85586,27042.854
,,1.86486,27131.375
,,1.87387,27220.137
,,1.88288,27309.133
,,1.89189,27398.361
,,1.90090,27487.820
,,1.90991,27577.502
,,1.91892,27667.404
,,1.92793,27757.525
,,1.93694,27847.857
,,1.94595,27938.398
,,1.95495,28029.145
,,1.96396,28120.092
,,1.97297,28211.234
,,1.98198,28302.570
,,1.99099,28394.096
,,2.00000,28485.805
,,2.00901,28577.693
,,2.01802,28669.756
,,2.02703,28761.992
,,2.03604,28854.393
,,2.04505,28946.959
,,2.05405,29039.680
,,2.06306,29132.555
,,2.07207,29225.578
,,2.08108,29318.746
,,2.09009,29412.051
,,2.09910,29505.492
,,2.10811,29599.062
,,2.11712,29692.760
,,2.12613,29786.574
,,2.13514,29880.506
,,2.14414,29974.547
,,2.15315,30068.693
,,2.16216,30162.939
,,2.17117,30257.283
,,2.18018,30351.713
,,2.18919,30446.232
,,2.19820,30540.828
,,2.20721,30635.502
,,2.21622,30730.244
,,2.22523,30825.049
,,2.23423,30919.914
,,2.24324,31014.830
,,2.25225,31109.797
,,2.26126,31204.805
,,2.27027,31299.852
,,2.27928,31394.930
,,2.28829,31490.033
,,2.29730,31585.158
,,2.30631,31680.299
,,2.31532,31775.447
,,2.32432,31870.602
,,2.33333,31965.752
,,2.34234,32060.896
,,2.35135,32156.025
,,2.36036,32251.139
,,2.36937,32346.223
,,2.37838,32441.279
,,2.38739,32536.299
,,2.39640,32631.275
,,2.40541,32726.205
,,2.41441,32821.078
,,2.42342,32915.895
,,2.43243,33010.641
,,2.44144,33105.316
,,2.45045,33199.910
,,2.45946,33294.426
,,2.46847,33388.848
,,2.47748,33483.172
,,2.48649,33577.395
,,2.49550,33671.508
,,2.50450,33765.508
,,2.51351,33859.387
,,2.52252,33953.133
,,2.53153,34046.750
,,2.54054,34140.227
,,2.54955,34233.559
,,2.55856,34326.734
,,2.56757,34419.754
,,2.57658,34512.605
,,2.58559,34605.289
,,2.59459,34697.793
,,2.60360,34790.113
,,2.61261,34882.246
,,2.62162,34974.176
,,2.63063,35065.906
,,2.63964,35157.426
,,2.64865,35248.730
,,2.65766,35339.809
,,2.66667,35430.664
,,2.67568,35521.277
,,2.68468,35611.652
,,2.69369,35701.777
,,2.70270,35791.652
,,2.71171,35881.262
,,2.72072,35970.605
,,2.72973,36059.672
,,2.73874,36148.461
,,2.74775,36236.961
,,2.75676,36325.168
,,2.76577,36413.074
,,2.77477,36500.676
,,2.78378,36587.961
,,2.79279,36674.930
,,2.80180,36761.574
,,2.81081,36847.883
,,2.81982,36933.855
,,2.82883,37019.480
,,2.83784,37104.754
,,2.84685,37189.668
,,2.85586,37274.219
,,2.86486,37358.398
,,2.87387,37442.203
,,2.88288,37525.621
,,2.89189,37608.652
,,2.90090,37691.281
,,2.90991,37773.512
,,2.91892,37855.332
,,2.92793,37936.734
,,2.93694,38017.715
,,2.94595,38098.273
,,2.95495,38178.391
,,2.96396,38258.070
,,2.97297,38337.301
,,2.98198,38416.078
,,2.99099,38494.398
,,3.00000,38572.250
,,3.00901,38649.633
,,3.01802,38726.535
,,3.02703,38802.957
,,3.03604,38878.883
,,3.04505,38954.316
,,3.05405,39029.246
,,3.06306,39103.668
,,3.07207,39177.574
,,3.08108,39250.961
,,3.09009,39323.824
,,3.09910,39396.152
,,3.10811,39467.941
,,3.11712,39539.188
,,3.12613,39609.887
,,3.13514,39680.027
,,3.14414,39749.605
,,3.15315,39818.621
,,3.16216,39887.059
,,3.17117,39954.922
,,3.18018,40022.203
,,3.18919,40088.891
,,3.19820,40154.984
,,3.20721,40220.480
,,3.21622,40285.367
,,3.22523,40349.645
,,3.23423,40413.305
,,3.24324,40476.340
,,3.25225,40538.750
,,3.26126,40600.527
,,3.27027,40661.668
,,3.27928,40722.164
,,3.28829,40782.016
,,3.29730,40841.211
,,3.30631,40899.750
,,3.31532,40957.625
,,3.32432,41014.832
,,3.33333,41071.367
,,3.34234,41127.223
,,3.35135,41182.398
,,3.36036,41236.887
,,3.36937,41290.680
,,3.37838,41343.781
,,3.38739,41396.180
,,3.39640,41447.871
,,3.40541,41498.855
,,3.41441,41549.125
,,3.42342,41598.676
,,3.43243,41647.500
,,3.44144,41695.602
,,3.45045,41742.973
,,3.45946,41789.605
,,3.46847,41835.500
,,3.47748,41880.652
,,3.48649,41925.055
,,3.49550,41968.707
,,3.50450,42011.605
,,3.51351,42053.746
,,3.52252,42095.121
,,3.53153,42135.730
,,3.54054,42175.570
,,3.54955,42214.641
,,3.55856,42252.930
,,3.56757,42290.445
,,3.57658,42327.172
,,3.58559,42363.113
,,3.59459,42398.266
,,3.60360,42432.625
,,3.61261,42466.191
,,3.62162,42498.957
,,3.63063,42530.922
,,3.63964,42562.082
,,3.64865,42592.434
,,3.65766,42621.977
,,3.66667,42650.707
,,3.67568,42678.621
,,3.68468,42705.723
,,3.69369,42732.000
,,3.70270,42757.457
,,3.71171,42782.086
,,3.72072,42805.895
,,3.72973,42828.871
,,3.73874,42851.016
,,3.74775,42872.328
,,3.75676,42892.805
,,3.76577,42912.449
,,3.77477,42931.254
,,3.78378,42949.215
,,3.79279,42966.340
,,3.80180,42982.617
,,3.81081,42998.051
,,3.81982,43012.641
,,3.82883,43026.383
,,3.83784,43039.277
,,3.84685,43051.320
,,3.85586,43062.512
,,3.86486,43072.855
,,3.87387,43082.344
,,3.88288,43090.980
,,3.89189,43098.762
,,3.90090,43105.688
,,3.90991,43111.758
,,3.91892,43116.973
,,3.92793,43121.332
,,3.93694,43124.832
,,3.94595,43127.477
,,3.95495,43129.266
,,3.96396,43130.191
,,3.97297,43130.266
,,3.98198,43129.480
,,3.99099,43127.836
,,4.00000,43125.332
,,4.00901,43121.977
,,4.01802,43117.758
,,4.02703,43112.688
,,4.03604,43106.758
,,4.04504,43099.977
,,4.05405,43092.336
,,4.06306,43083.844
,,4.07207,43074.496
,,4.08108,43064.297
,,4.09009,43053.246
,,4.09910,43041.344
,,4.10811,43028.594
,,4.11712,43014.992
,,4.12613,43000.543
,,4.13514,42985.250
,,4.14414,42969.113
,,4.15315,42952.133
,,4.16216,42934.309
,,4.17117,42915.645
,,4.18018,42896.141
,,4.18919,42875.805
,,4.19820,42854.629
,,4.20721,42832.621
,,4.21622,42809.785
,,4.22523,42786.117
,,4.23423,42761.621
,,4.24324,42736.305
,,4.25225,42710.164
,,4.26126,42683.199
,,4.27027,42655.422
,,4.27928,42626.828
,,4.28829,42597.418
,,4.29730,42567.199
,,4.30631,42536.176
,,4.31532,42504.344
,,4.32432,42471.715
,,4.33333,42438.281
,,4.34234,42404.055
,,4.35135,42369.035
,,4.36036,42333.223
,,4.36937,42296.625
,,4.37838,42259.246
,,4.38739,42221.082
,,4.39640,42182.145
,,4.40541,42142.430
,,4.41441,42101.949
,,4.42342,42060.699
,,4.43243,42018.688
,,4.44144,41975.918
,,4.45045,41932.391
,,4.45946,41888.113
,,4.46847,41843.082
,,4.47748,41797.312
,,4.48649,41750.805
,,4.49550,41703.559
,,4.50450,41655.578
,,4.51351,41606.871
,,4.52252,41557.441
,,4.53153,41507.293
,,4.54054,41456.426
,,4.54955,41404.852
,,4.55856,41352.570
,,4.56757,41299.590
,,4.57658,41245.906
,,4.58559,41191.535
,,4.59459,41136.477
,,4.60360,41080.730
,,4.61261,41024.309
,,4.62162,40967.215
,,4.63063,40909.453
,,4.63964,40851.023
,,4.64865,40791.938
,,4.65766,40732.195
,,4.66667,40671.809
,,4.67568,40610.773
,,4.68468,40549.102
,,4.69369,40486.797
,,4.70270,40423.863
,,4.71171,40360.305
,,4.72072,40296.133
,,4.72973,40231.348
,,4.73874,40165.953
,,4.74775,40099.957
,,4.75676,40033.367
,,4.76577,39966.188
,,4.77477,39898.426
,,4.78378,39830.078
,,4.79279,39761.160
,,4.80180,39691.676
,,4.81081,39621.625
,,4.81982,39551.020
,,4.82883,39479.867
,,4.83784,39408.168
,,4.84685,39335.926
,,4.85586,39263.152
,,4.86486,39189.855
,,4.87387,39116.035
,,4.88288,39041.695
,,4.89189,38966.852
,,4.90090,38891.504
,,4.90991,38815.656
,,4.91892,38739.316
,,4.92793,38662.496
,,4.93694,38585.195
,,4.94595,38507.422
,,4.95496,38429.176
,,4.96396,38350.477
,,4.97297,38271.320
,,4.98198,38191.715
,,4.99099,38111.668
,,5.00000,38031.188
,,5.00901,37950.277
,,5.01802,37868.938
,,5.02703,37787.188
,,5.03604,37705.027
,,5.04504,37622.465
,,5.05405,37539.500
,,5.06306,37456.145
,,5.07207,37372.406
,,5.08108,37288.293
,,5.09009,37203.797
,,5.09910,37118.945
,,5.10811,37033.730
,,5.11712,36948.164
,,5.12613,36862.246
,,5.13514,36775.996
,,5.14414,36689.410
,,5.15315,36602.496
,,5.16216,36515.258
,,5.17117,36427.711
,,5.18018,36339.855
,,5.18919,36251.699
,,5.19820,36163.242
,,5.20721,36074.504
,,5.21622,35985.484
,,5.22523,35896.184
,,5.23423,35806.617
,,5.24324,35716.789
,,5.25225,35626.707
,,5.26126,35536.371
,,5.27027,35445.797
,,5.27928,35354.984
,,5.28829,35263.941
,,5.29730,35172.672
,,5.30631,35081.188
,,5.31532,34989.496
,,5.32432,34897.598
,,5.33333,34805.496
,,5.34234,34713.207
,,5.35135,34620.734
,,5.36036,34528.086
,,5.36937,34435.254
,,5.37838,34342.266
,,5.38739,34249.113
,,5.39640,34155.812
,,5.40541,34062.355
,,5.41441,33968.762
,,5.42342,33875.035
,,5.43243,33781.176
,,5.44144,33687.199
,,5.45045,33593.105
,,5.45946,33498.902
,,5.46847,33404.590
,,5.47748,33310.184
,,5.48649,33215.688
,,5.49550,33121.105
,,5.50450,33026.438
,,5.51351,32931.703
,,5.52252,32836.902
,,5.53153,32742.039
,,5.54054,32647.115
,,5.54955,32552.146
,,5.55856,32457.137
,,5.56757,32362.088
,,5.57658,32267.002
,,5.58559,32171.895
,,5.59459,32076.770
,,5.60360,31981.623
,,5.61261,31886.475
,,5.62162,31791.322
,,5.63063,31696.174
,,5.63964,31601.027
,,5.64865,31505.900
,,5.65766,31410.795
,,5.66667,31315.713
,,5.67568,31220.658
,,5.68468,31125.645
,,5.69369,31030.672
,,5.70270,30935.746
,,5.71171,30840.869
,,5.72072,30746.055
,,5.72973,30651.303
,,5.73874,30556.621
,,5.74775,30462.008
,,5.75676,30367.477
,,5.76577,30273.031
,,5.77477,30178.676
,,5.78378,30084.408
,,5.79279,29990.246
,,5.80180,29896.189
,,5.81081,29802.234
,,5.81982,29708.400
,,5.82883,29614.686
,,5.83784,29521.096
,,5.84685,29427.629
,,5.85586,29334.301
,,5.86486,29241.111
,,5.87387,29148.064
,,5.88288,29055.162
,,5.89189,28962.416
,,5.90090,28869.826
,,5.90991,28777.398
,,5.91892,28685.131
,,5.92793,28593.039
,,5.93694,28501.123
,,5.94595,28409.385
,,5.95496,28317.826
,,5.96396,28226.459
,,5.97297,28135.285
,,5.98198,28044.305
,,5.99099,27953.521
,,6.00000,27862.947
,,6.00901,27772.582
,,6.01802,27682.422
,,6.02703,27592.484
,,6.03604,27502.768
,,6.04504,27413.273
,,6.05405,27324.002
,,6.06306,27234.967
,,6.07207,27146.168
,,6.08108,27057.605
,,6.09009,26969.283
,,6.09910,26881.211
,,6.10811,26793.389
,,6.11712,26705.818
,,6.12613,26618.500
,,6.13514,26531.445
,,6.14414,26444.654
,,6.15315,26358.131
,,6.16216,26271.871
,,6.17117,26185.889
,,6.18018,26100.184
,,6.18919,26014.756
,,6.19820,25929.607
,,6.20721,25844.748
,,6.21622,25760.176
,,6.22523,25675.891
,,6.23423,25591.904
,,6.24324,25508.213
,,6.25225,25424.822
,,6.26126,25341.729
,,6.27027,25258.943
,,6.27928,25176.467
,,6.28829,25094.301
,,6.29730,25012.441
,,6.30631,24930.902
,,6.31532,24849.680
,,6.32432,24768.777
,,6.33333,24688.191
,,6.34234,24607.936
,,6.35135,24528.006
,,6.36036,24448.404
,,6.36937,24369.131
,,6.37838,24290.193
,,6.38739,24211.592
,,6.39640,24133.326
,,6.40541,24055.396
,,6.41441,23977.812
,,6.42342,23900.570
,,6.43243,23823.670
,,6.44144,23747.119
,,6.45045,23670.916
,,6.45946,23595.062
,,6.46847,23519.557
,,6.47748,23444.408
,,6.48649,23369.615
,,6.49550,23295.178
,,6.50450,23221.094
,,6.51351,23147.373
,,6.52252,23074.014
,,6.53153,23001.014
,,6.54054,22928.375
,,6.54955,22856.104
,,6.55856,22784.197
,,6.56757,22712.658
,,6.57658,22641.482
,,6.58559,22570.680
,,6.59459,22500.248
,,6.60360,22430.182
,,6.61261,22360.492
,,6.62162,22291.174
,,6.63063,22222.230
,,6.63964,22153.658
,,6.64865,22085.463
,,6.65766,22017.645
,,6.66667,21950.203
,,6.67568,21883.135
,,6.68468,21816.449
,,6.69369,21750.141
,,6.70270,21684.211
,,6.71171,21618.658
,,6.72072,21553.490
,,6.72973,21488.701
,,6.73874,21424.293
,,6.74775,21360.262
,,6.75676,21296.617
,,6.76577,21233.354
,,6.77477,21170.471
,,6.78378,21107.969
,,6.79279,21045.852
,,6.80180,20984.117
,,6.81081,20922.764
,,6.81982,20861.793
,,6.82883,20801.207
,,6.83784,20741.004
,,6.84685,20681.180
,,6.85586,20621.742
,,6.86486,20562.688
,,6.87387,20504.014
,,6.88288,20445.721
,,6.89189,20387.811
,,6.90090,20330.283
,,6.90991,20273.139
,,6.91892,20216.371
,,6.92793,20159.988
,,6.93694,20103.984
,,6.94595,20048.361
,,6.95496,19993.115
,,6.96396,19938.252
,,6.97297,19883.768
,,6.98198,19829.660
,,6.99099,19775.928
,,7.00000,19722.576
,,7.00901,19669.602
,,7.01802,19616.998
,,7.02703,19564.775
,,7.03604,19512.926
,,7.04504,19461.449
,,7.05405,19410.346
,,7.06306,19359.615
,,7.07207,19309.256
,,7.08108,19259.270
,,7.09009,19209.650
,,7.09910,19160.400
,,7.10811,19111.521
,,7.11712,19063.010
,,7.12613,19014.859
,,7.13514,18967.080
,,7.14414,18919.664
,,7.15315,18872.611
,,7.16216,18825.918
,,7.17117,18779.590
,,7.18018,18733.623
,,7.18919,18688.014
,,7.19820,18642.762
,,7.20721,18597.867
,,7.21622,18553.330
,,7.22523,18509.145
,,7.23423,18465.316
,,7.24324,18421.840
,,7.25225,18378.715
,,7.26126,18335.938
,,7.27027,18293.512
,,7.27928,18251.432
,,7.28829,18209.699
,,7.29730,18168.309
,,7.30631,18127.264
,,7.31532,18086.562
,,7.32432,18046.201
,,7.33333,18006.176
,,7.34234,17966.492
,,7.35135,17927.146
,,7.36036,17888.135
,,7.36937,17849.453
,,7.37838,17811.109
,,7.38739,17773.094
,,7.39640,17735.408
,,7.40541,17698.051
,,7.41441,17661.020
,,7.42342,17624.314
,,7.43243,17587.930
,,7.44144,17551.869
,,7.45045,17516.131
,,7.45946,17480.709
,,7.46847,17445.605
,,7.47748,17410.816
,,7.48649,17376.344
,,7.49550,17342.184
,,7.50450,17308.332
,,7.51351,17274.791
,,7.52252,17241.559
,,7.53153,17208.631
,,7.54054,17176.008
,,7.54955,17143.688
,,7.55856,17111.670
,,7.56757,17079.951
,,7.57658,17048.529
,,7.58559,17017.404
,,7.59459,16986.574
,,7.60360,16956.035
