Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,14518.271,0.00000,14704.119
1,20193.066,0.00901,14727.490
2,27274.270,0.01802,14751.117
3,42041.004,0.02703,14775.003
4,44622.801,0.03604,14799.150
5,40357.859,0.04505,14823.559
6,29806.441,0.05405,14848.232
7,17404.516,0.06306,14873.173
8,15804.300,0.07207,14898.382
9,12979.009,0.08108,14923.860
,,0.09009,14949.612
,,0.09910,14975.638
,,0.10811,15001.940
,,0.11712,15028.521
,,0.12613,15055.384
,,0.13514,15082.527
,,0.14414,15109.956
,,0.15315,15137.671
,,0.16216,15165.675
,,0.17117,15193.969
,,0.18018,15222.556
,,0.18919,15251.437
,,0.19820,15280.614
,,0.20721,15310.091
,,0.21622,15339.867
,,0.22523,15369.947
,,0.23423,15400.331
,,0.24324,15431.021
,,0.25225,15462.020
,,0.26126,15493.329
,,0.27027,15524.951
,,0.27928,15556.888
,,0.28829,15589.140
,,0.29730,15621.711
,,0.30631,15654.603
,,0.31532,15687.816
,,0.32432,15721.354
,,0.33333,15755.219
,,0.34234,15789.411
,,0.35135,15823.935
,,0.36036,15858.789
,,0.36937,15893.978
,,0.37838,15929.503
,,0.38739,15965.365
,,0.39640,16001.567
,,0.40541,16038.111
,,0.41441,16074.999
,,0.42342,16112.231
,,0.43243,16149.812
,,0.44144,16187.741
,,0.45045,16226.021
,,0.45946,16264.655
,,0.46847,16303.644
,,0.47748,16342.988
,,0.48649,16382.690
,,0.49550,16422.754
,,0.50450,16463.180
,,0.51351,16503.969
,,0.52252,16545.123
,,0.53153,16586.645
,,0.54054,16628.535
,,0.54955,16670.795
,,0.55856,16713.430
,,0.56757,16756.438
,,0.57658,16799.822
,,0.58559,16843.584
,,0.59459,16887.725
,,0.60360,16932.246
,,0.61261,16977.150
,,0.62162,17022.438
,,0.63063,17068.113
,,0.63964,17114.174
,,0.64865,17160.623
,,0.65766,17207.465
,,0.66667,17254.697
,,0.67568,17302.322
,,0.68468,17350.344
,,0.69369,17398.762
,,0.70270,17447.576
,,0.71171,17496.791
,,0.72072,17546.406
,,0.72973,17596.424
,,0.73874,17646.844
,,0.74775,17697.670
,,0.75676,17748.902
,,0.76577,17800.541
,,0.77477,17852.590
,,0.78378,17905.047
,,0.79279,17957.918
,,0.80180,18011.199
,,0.81081,18064.895
,,0.81982,18119.006
,,0.82883,18173.531
,,0.83784,18228.475
