Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,22626.600,0.00000,21582.342
1,29913.189,0.00701,21655.186
2,49174.941,0.01401,21728.199
3,52820.703,0.02102,21801.379
4,51533.207,0.02803,21874.727
5,48053.152,0.03504,21948.242
6,33368.168,0.04204,22021.924
7,22252.477,0.04905,22095.771
,,0.05606,22169.783
,,0.06306,22243.961
,,0.07007,22318.303
,,0.07708,22392.807
,,0.08408,22467.475
,,0.09109,22542.307
,,0.09810,22617.299
,,0.10511,22692.451
,,0.11211,22767.766
,,0.11912,22843.238
,,0.12613,22918.873
,,0.13313,22994.664
,,0.14014,23070.615
,,0.14715,23146.721
,,0.15415,23222.986
,,0.16116,23299.406
,,0.16817,23375.982
,,0.17518,23452.711
,,0.18218,23529.596
,,0.18919,23606.635
,,0.19620,23683.824
,,0.20320,23761.166
,,0.21021,23838.660
,,0.21722,23916.305
,,0.22422,23994.100
,,0.23123,24072.043
,,0.23824,24150.135
,,0.24525,24228.373
,,0.25225,24306.760
,,0.25926,24385.291
,,0.26627,24463.969
,,0.27327,24542.791
,,0.28028,24621.758
,,0.28729,24700.867
,,0.29429,24780.117
,,0.30130,24859.510
,,0.30831,24939.043
,,0.31532,25018.717
,,0.32232,25098.529
,,0.32933,25178.480
,,0.33634,25258.568
,,0.34334,25338.793
,,0.35035,25419.152
,,0.35736,25499.646
,,0.36436,25580.275
,,0.37137,25661.037
,,0.37838,25741.932
,,0.38539,25822.959
,,0.39239,25904.113
,,0.39940,25985.400
,,0.40641,26066.814
,,0.41341,26148.355
,,0.42042,26230.025
,,0.42743,26311.820
,,0.43443,26393.740
,,0.44144,26475.785
,,0.44845,26557.953
,,0.45546,26640.242
,,0.46246,26722.652
,,0.46947,26805.184
,,0.47648,26887.836
,,0.48348,26970.604
,,0.49049,27053.490
,,0.49750,27136.492
,,0.50450,27219.611
,,0.51151,27302.844
,,0.51852,27386.189
,,0.52553,27469.648
,,0.53253,27553.219
,,0.53954,27636.898
,,0.54655,27720.688
,,0.55355,27804.586
,,0.56056,27888.592
