Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,22531.199,0.00000,21146.316
1,29930.600,0.00701,21204.717
2,45350.254,0.01401,21263.342
3,52972.312,0.02102,21322.195
4,53214.711,0.02803,21381.273
5,46057.570,0.03504,21440.578
6,32684.965,0.04204,21500.107
7,20822.609,0.04905,21559.865
,,0.05606,21619.848
,,0.06306,21680.055
,,0.07007,21740.488
,,0.07708,21801.148
,,0.08408,21862.033
,,0.09109,21923.145
,,0.09810,21984.480
,,0.10511,22046.041
,,0.11211,22107.826
,,0.11912,22169.838
,,0.12613,22232.072
,,0.13313,22294.531
,,0.14014,22357.217
,,0.14715,22420.125
,,0.15415,22483.256
,,0.16116,22546.611
,,0.16817,22610.191
,,0.17518,22673.994
,,0.18218,22738.020
,,0.18919,22802.268
,,0.19620,22866.736
,,0.20320,22931.430
,,0.21021,22996.346
,,0.21722,23061.480
,,0.22422,23126.840
,,0.23123,23192.418
,,0.23824,23258.217
,,0.24525,23324.238
,,0.25225,23390.479
,,0.25926,23456.938
,,0.26627,23523.617
,,0.27327,23590.516
,,0.28028,23657.633
,,0.28729,23724.969
,,0.29429,23792.521
,,0.30130,23860.293
,,0.30831,23928.281
,,0.31532,23996.484
,,0.32232,24064.906
,,0.32933,24133.543
,,0.33634,24202.396
,,0.34334,24271.463
,,0.35035,24340.744
,,0.35736,24410.240
,,0.36436,24479.949
,,0.37137,24549.871
,,0.37838,24620.006
,,0.38539,24690.354
,,0.39239,24760.912
,,0.39940,24831.680
,,0.40641,24902.660
,,0.41341,24973.850
,,0.42042,25045.248
,,0.42743,25116.855
,,0.43443,25188.670
,,0.44144,25260.693
,,0.44845,25332.922
,,0.45546,25405.359
,,0.46246,25478.000
,,0.46947,25550.848
,,0.47648,25623.898
,,0.48348,25697.152
,,0.49049,25770.609
,,0.49750,25844.270
,,0.50450,25918.131
,,0.51151,25992.193
,,0.51852,26066.457
,,0.52553,26140.920
,,0.53253,26215.580
,,0.53954,26290.439
,,0.54655,26365.496
,,0.55355,26440.748
,,0.56056,26516.197
