9.84375	2.73463	0.00000	0.00000
9.68750	2.75025	0.00000	0.00000
10.00000	2.73463	0.00000	0.00000
10.00000	2.75025	0.00000	0.00000
9.84375	2.71900	0.00000	0.00000
9.84375	2.76588	0.00000	0.00000
9.84375	2.70338	0.00000	0.00000
9.84375	2.73463	0.00000	0.00000
9.68750	2.68775	0.00000	0.00000
9.68750	2.76588	0.00000	0.00000
9.84375	2.68775	0.00000	0.00000
9.84375	2.75025	0.00000	0.00000
9.68750	2.68775	0.00000	0.00000
9.84375	2.70338	0.00000	0.00000
9.68750	2.71900	0.00000	0.00000
9.68750	2.68775	0.00000	0.00000
9.68750	2.70338	0.00000	0.00000
9.68750	2.70338	0.00000	0.00000
9.68750	2.68775	0.00000	0.00000
9.68750	2.68775	0.00000	0.00000
9.53125	2.65650	0.00000	0.00000
9.68750	2.71900	0.00000	0.00000
9.53125	2.67213	0.00000	0.00000
9.68750	2.65650	0.00000	0.00000
9.53125	2.65650	0.00000	0.00000
9.53125	2.73463	0.00000	0.00000
9.53125	2.65650	0.00000	0.00000
9.53125	2.71900	0.00000	0.00000
9.37500	2.67213	0.00000	0.00000
9.37500	2.64088	0.00000	0.00000
9.37500	2.62525	0.00000	0.00000
9.53125	2.62525	0.00000	0.00000
9.21875	2.60963	0.00000	0.00000
9.37500	2.67213	0.00000	0.00000
9.37500	2.56275	0.00000	0.00000
9.37500	2.64088	0.00000	0.00000
9.21875	2.60963	0.00000	0.00000
9.21875	2.64088	0.00000	0.00000
9.21875	2.60963	0.00000	0.00000
9.21875	2.65650	0.00000	0.00000
9.21875	2.57838	0.00000	0.00000
9.06250	2.60963	0.00000	0.00000
9.21875	2.59400	0.00000	0.00000
9.06250	2.62525	0.00000	0.00000
9.06250	2.60963	0.00000	0.00000
9.06250	2.56275	0.00000	0.00000
9.06250	2.42213	0.00000	0.00000
9.21875	2.62525	0.00000	0.00000
9.06250	2.56275	0.00000	0.00000
9.06250	2.59400	0.00000	0.00000
9.06250	2.53150	0.00000	0.00000
9.06250	2.57838	0.00000	0.00000
8.90625	2.67213	0.00000	0.00000
8.90625	2.56275	0.00000	0.00000
8.90625	2.54713	0.00000	0.00000
8.90625	2.54713	0.00000	0.00000
8.90625	2.53150	0.00000	0.00000
8.90625	2.53150	0.00000	0.00000
8.90625	2.53150	0.00000	0.00000
9.06250	2.59400	0.00000	0.00000
8.90625	2.54713	0.00000	0.00000
8.90625	2.54713	0.00000	0.00000
8.75000	2.53150	0.00000	0.00000
