Freq (Hz)	PSD/Measured Spectrum: Power CH2 (Vrms/rtHz)	Freq Response Module (Vrms)	Freq Response Im part (Unitless Power)
1.000000E+1	1.683865E-2	2.490476E+0	-1.936975E+0
1.011250E+1	1.678831E-2	2.339201E+0	-1.198848E+0
1.022500E+1	2.106212E-2	1.876817E+0	-2.007548E-1
1.033750E+1	1.672547E-2	1.111829E+0	-3.780627E-1
1.045000E+1	1.889945E-2	1.074364E+0	-8.124899E-1
1.056250E+1	1.456907E-2	2.405407E+0	-1.892705E+0
1.067500E+1	1.728933E-2	1.673845E+0	-1.164396E+0
1.078750E+1	1.861219E-2	1.720957E+0	-8.563011E-1
1.090000E+1	2.659154E-2	1.495091E+0	-2.504743E-1
1.101250E+1	1.691020E-2	1.266590E+0	-4.332051E-1
1.112500E+1	1.817898E-2	1.389478E+0	-1.353708E+0
1.123750E+1	2.328513E-2	1.165541E+0	-6.661853E-1
1.135000E+1	1.859889E-2	1.812259E+0	-9.443024E-1
1.146250E+1	2.268023E-2	9.785914E-1	-6.895427E-1
1.157500E+1	2.182797E-2	1.394436E+0	-7.620960E-1
1.168750E+1	2.449071E-2	1.842671E+0	-1.147099E+0
1.180000E+1	2.145673E-2	1.338978E+0	-5.441629E-1
1.191250E+1	2.059053E-2	9.163091E-1	-3.022292E-1
1.202500E+1	2.201630E-2	1.249655E+0	-1.061520E+0
1.213750E+1	1.949528E-2	1.733590E+0	-1.258820E+0
1.225000E+1	2.016792E-2	2.615888E+0	-1.812823E+0
1.236250E+1	2.393976E-2	1.827325E+0	-1.213179E+0
1.247500E+1	2.875892E-2	1.556501E+0	-7.319543E-1
1.258750E+1	2.578201E-2	1.921191E+0	-7.759352E-1
1.270000E+1	2.352023E-2	1.305825E+0	-5.582067E-1
1.281250E+1	1.993253E-2	2.104968E+0	-1.431798E+0
1.292500E+1	2.388265E-2	2.545627E+0	-1.409892E+0
1.303750E+1	2.422595E-2	1.679003E+0	-1.074944E+0
1.315000E+1	2.689762E-2	1.938004E+0	-9.744325E-1
1.326250E+1	1.894031E-2	1.595239E+0	-1.074925E+0
1.337500E+1	2.275852E-2	1.913560E+0	-5.539632E-1
1.348750E+1	2.834004E-2	1.520200E+0	-1.310487E+0
1.360000E+1	2.333539E-2	2.349777E+0	-1.723406E+0
