Freq (Hz)	PSD/Measured Spectrum: Power CH2 (Vrms/rtHz)	Freq Response Module (Vrms)	Freq Response Im part (Unitless Power)
1.000000E+1	1.378645E-2	2.617141E+0	-1.460061E+0
1.011250E+1	1.321543E-2	3.444506E+0	-2.219630E+0
1.022500E+1	1.205545E-2	3.147849E+0	-1.865680E+0
1.033750E+1	1.404383E-2	3.681806E+0	-2.296888E+0
1.045000E+1	1.594582E-2	2.850614E+0	-2.071118E+0
1.056250E+1	1.512157E-2	3.395074E+0	-2.852175E+0
1.067500E+1	1.595121E-2	3.603016E+0	-3.128467E+0
1.078750E+1	1.683662E-2	4.480813E+0	-4.157866E+0
1.090000E+1	1.874156E-2	4.363572E+0	-4.022252E+0
1.101250E+1	1.705541E-2	4.563704E+0	-4.282333E+0
1.112500E+1	1.830035E-2	5.224441E+0	-5.075564E+0
1.123750E+1	1.712997E-2	4.828357E+0	-4.764134E+0
1.135000E+1	1.868891E-2	5.680990E+0	-5.649502E+0
1.146250E+1	2.059533E-2	5.747101E+0	-5.746941E+0
1.157500E+1	2.194242E-2	6.761175E+0	-6.757872E+0
1.168750E+1	2.332187E-2	6.648082E+0	-6.648012E+0
1.180000E+1	2.416221E-2	6.194388E+0	-6.137341E+0
1.191250E+1	2.116363E-2	5.977543E+0	-5.845937E+0
1.202500E+1	2.238512E-2	6.036051E+0	-5.805696E+0
1.213750E+1	2.185333E-2	5.452394E+0	-4.850604E+0
1.225000E+1	2.819839E-2	5.660049E+0	-4.683325E+0
1.236250E+1	2.764778E-2	5.468969E+0	-4.068409E+0
1.247500E+1	2.796127E-2	5.278497E+0	-3.533777E+0
1.258750E+1	2.580001E-2	4.806319E+0	-3.501918E+0
1.270000E+1	2.948814E-2	4.550223E+0	-2.913672E+0
1.281250E+1	2.816721E-2	4.218575E+0	-3.753605E+0
1.292500E+1	2.307629E-2	5.101308E+0	-4.595123E+0
1.303750E+1	2.957434E-2	5.489599E+0	-4.847384E+0
1.315000E+1	2.724198E-2	4.835279E+0	-4.069685E+0
1.326250E+1	3.150026E-2	5.251489E+0	-3.997922E+0
1.337500E+1	2.605684E-2	5.128351E+0	-3.591356E+0
1.348750E+1	2.494945E-2	4.970522E+0	-2.842299E+0
1.360000E+1	2.467734E-2	4.648548E+0	-2.538163E+0
1.371250E+1	2.480538E-2	3.542754E+0	-2.057153E+0
1.382500E+1	2.857475E-2	3.813779E+0	-1.635173E+0
1.393750E+1	2.696917E-2	3.706745E+0	-2.122431E+0
1.405000E+1	2.530323E-2	3.524189E+0	-1.846997E+0
1.416250E+1	2.176975E-2	3.785253E+0	-2.468676E+0
1.427500E+1	2.239192E-2	4.062302E+0	-2.629325E+0
1.438750E+1	2.549827E-2	4.145879E+0	-2.626549E+0
1.450000E+1	2.179341E-2	4.132907E+0	-2.360138E+0
1.461250E+1	2.138929E-2	4.035805E+0	-1.421654E+0
1.472500E+1	2.252789E-2	3.812858E+0	-6.635774E-1
1.483750E+1	2.340214E-2	3.185726E+0	-1.028767E+0
1.495000E+1	1.885318E-2	3.493576E+0	-1.236440E+0
1.506250E+1	2.217869E-2	3.426464E+0	-1.545376E+0
1.517500E+1	1.813037E-2	2.803420E+0	-1.241618E+0
1.528750E+1	2.136836E-2	3.623753E+0	-1.878336E+0
1.540000E+1	2.227279E-2	3.408202E+0	-1.470834E+0
1.551250E+1	2.014176E-2	3.807657E+0	-1.190731E+0
1.562500E+1	1.817728E-2	3.056228E+0	-1.056153E+0
1.573750E+1	1.908183E-2	2.718173E+0	-8.968414E-1
1.585000E+1	1.561319E-2	2.591991E+0	-8.134924E-1
1.596250E+1	1.619126E-2	2.545559E+0	-1.041741E+0
1.607500E+1	1.547225E-2	2.821286E+0	-1.247377E+0
1.618750E+1	1.063803E-2	3.151514E+0	-1.283074E+0
1.630000E+1	1.323717E-2	2.940110E+0	-9.459672E-1
1.641250E+1	1.124308E-2	2.854704E+0	-8.156114E-1
1.652500E+1	1.152068E-2	2.779345E+0	-6.259132E-1
1.663750E+1	1.147839E-2	2.653056E+0	-5.241279E-1
1.675000E+1	1.063565E-2	2.406859E+0	-3.938555E-1
1.686250E+1	8.721612E-3	2.542863E+0	-5.629343E-1
1.697500E+1	8.320162E-3	2.646716E+0	-6.245697E-1
1.708750E+1	8.638591E-3	2.448735E+0	-2.554784E-1
1.720000E+1	8.783444E-3	2.194050E+0	-1.009753E-1
1.731250E+1	7.803257E-3	1.913150E+0	-2.160589E-1
1.742500E+1	8.291048E-3	1.767848E+0	-3.952665E-1
1.753750E+1	6.754010E-3	1.937542E+0	-5.170541E-1
1.765000E+1	5.946837E-3	1.934463E+0	-4.187769E-1
1.776250E+1	7.024286E-3	1.993382E+0	-1.964279E-1
1.787500E+1	5.790068E-3	1.910556E+0	-6.962381E-2
1.798750E+1	5.387941E-3	1.563012E+0	-8.288150E-2
1.810000E+1	5.974704E-3	1.538020E+0	-2.914803E-1
