Freq (Hz)	PSD/Measured Spectrum: Power CH2 (Vrms/rtHz)	Freq Response Module (Vrms)	Freq Response Im part (Unitless Power)
1.000000E+1	4.316322E-3	1.598081E+0	-9.194471E-1
1.011250E+1	4.217563E-3	1.540337E+0	-7.067743E-1
1.022500E+1	3.601890E-3	1.287298E+0	-5.161432E-1
1.033750E+1	3.740601E-3	1.195142E+0	-8.887591E-1
1.045000E+1	3.191369E-3	1.532048E+0	-1.043149E+0
1.056250E+1	3.033216E-3	1.577322E+0	-1.049284E+0
1.067500E+1	3.689839E-3	1.652958E+0	-9.458336E-1
1.078750E+1	4.170409E-3	1.654944E+0	-9.446058E-1
1.090000E+1	4.624301E-3	1.596962E+0	-9.755673E-1
1.101250E+1	4.314836E-3	1.405972E+0	-7.346240E-1
1.112500E+1	4.015278E-3	1.575973E+0	-1.016984E+0
1.123750E+1	3.899236E-3	1.478528E+0	-8.668018E-1
1.135000E+1	4.885832E-3	1.093390E+0	-7.463208E-1
1.146250E+1	4.238111E-3	1.437649E+0	-1.077952E+0
1.157500E+1	4.218188E-3	1.503738E+0	-1.097880E+0
1.168750E+1	3.779767E-3	1.587874E+0	-1.307616E+0
1.180000E+1	4.066559E-3	1.758840E+0	-1.401319E+0
1.191250E+1	3.337012E-3	1.602465E+0	-1.236212E+0
1.202500E+1	3.949214E-3	1.603549E+0	-1.381207E+0
1.213750E+1	4.087586E-3	1.479657E+0	-1.388005E+0
1.225000E+1	4.069204E-3	1.892817E+0	-1.727235E+0
1.236250E+1	4.362107E-3	1.831321E+0	-1.651935E+0
1.247500E+1	4.223673E-3	1.626848E+0	-1.458889E+0
1.258750E+1	3.635523E-3	1.486233E+0	-1.382080E+0
1.270000E+1	4.238901E-3	1.217632E+0	-1.154515E+0
1.281250E+1	4.088781E-3	1.222133E+0	-1.094492E+0
1.292500E+1	4.061406E-3	1.069509E+0	-1.066462E+0
1.303750E+1	4.149714E-3	1.558039E+0	-1.515410E+0
1.315000E+1	3.507783E-3	1.405541E+0	-1.371199E+0
1.326250E+1	4.500534E-3	1.680393E+0	-1.631235E+0
1.337500E+1	4.021547E-3	1.841804E+0	-1.771723E+0
1.348750E+1	3.881345E-3	1.905189E+0	-1.856902E+0
1.360000E+1	3.719177E-3	1.813426E+0	-1.753510E+0
1.371250E+1	4.016275E-3	1.959733E+0	-1.926669E+0
1.382500E+1	4.001315E-3	1.883900E+0	-1.853494E+0
1.393750E+1	4.823527E-3	1.881003E+0	-1.857760E+0
1.405000E+1	4.630166E-3	1.818528E+0	-1.817409E+0
1.416250E+1	4.316846E-3	1.758077E+0	-1.757415E+0
1.427500E+1	4.141150E-3	2.034670E+0	-2.028618E+0
1.438750E+1	3.860812E-3	2.362584E+0	-2.358820E+0
1.450000E+1	4.005564E-3	2.217490E+0	-2.177491E+0
1.461250E+1	3.755171E-3	1.553132E+0	-1.526272E+0
1.472500E+1	3.308730E-3	1.519883E+0	-1.519439E+0
1.483750E+1	4.728845E-3	1.381190E+0	-1.352217E+0
1.495000E+1	3.672158E-3	1.519858E+0	-1.405181E+0
1.506250E+1	3.326540E-3	1.666135E+0	-1.524918E+0
1.517500E+1	4.201238E-3	1.976061E+0	-1.893237E+0
1.528750E+1	3.837617E-3	1.980423E+0	-1.972553E+0
1.540000E+1	3.808629E-3	1.917575E+0	-1.905114E+0
1.551250E+1	4.189281E-3	1.805916E+0	-1.756921E+0
1.562500E+1	3.919916E-3	1.929027E+0	-1.833018E+0
1.573750E+1	4.232060E-3	1.828307E+0	-1.723801E+0
1.585000E+1	4.445001E-3	1.461364E+0	-1.412527E+0
1.596250E+1	4.791998E-3	1.423132E+0	-1.368989E+0
1.607500E+1	4.855854E-3	1.273889E+0	-1.174382E+0
1.618750E+1	4.296998E-3	1.398979E+0	-1.351240E+0
1.630000E+1	5.055288E-3	1.444657E+0	-1.348775E+0
1.641250E+1	5.671777E-3	1.389396E+0	-1.196487E+0
1.652500E+1	4.402274E-3	1.267225E+0	-1.114066E+0
1.663750E+1	4.893724E-3	1.311361E+0	-1.126013E+0
1.675000E+1	4.337552E-3	1.296146E+0	-1.048746E+0
1.686250E+1	4.515839E-3	9.753680E-1	-7.365984E-1
1.697500E+1	4.259794E-3	1.273748E+0	-9.903933E-1
1.708750E+1	4.302929E-3	1.554876E+0	-1.132321E+0
1.720000E+1	4.396420E-3	1.300262E+0	-8.865901E-1
1.731250E+1	4.779528E-3	1.499783E+0	-1.056436E+0
1.742500E+1	4.748918E-3	1.307640E+0	-8.275911E-1
