Freq (Hz)	PSD/Measured Spectrum: Power CH2 (Vrms/rtHz)	Freq Response Module (Vrms)	Freq Response Im part (Unitless Power)
1.000000E+1	1.821573E-2	3.082139E+0	-1.801499E+0
1.011250E+1	2.385529E-2	3.509461E+0	-1.600885E+0
1.022500E+1	1.685854E-2	4.356696E+0	-2.662857E+0
1.033750E+1	1.890882E-2	5.229794E+0	-2.953532E+0
1.045000E+1	2.240786E-2	5.903771E+0	-3.818369E+0
1.056250E+1	2.024194E-2	6.370014E+0	-4.206350E+0
1.067500E+1	2.191410E-2	6.757043E+0	-5.301959E+0
1.078750E+1	2.237868E-2	6.848488E+0	-5.536468E+0
1.090000E+1	2.377786E-2	6.747387E+0	-5.940667E+0
1.101250E+1	2.132683E-2	6.939673E+0	-6.435277E+0
1.112500E+1	3.061235E-2	7.170859E+0	-6.842396E+0
1.123750E+1	3.115174E-2	7.327770E+0	-7.215766E+0
1.135000E+1	2.474014E-2	7.049084E+0	-7.045498E+0
1.146250E+1	2.531581E-2	7.094321E+0	-6.983113E+0
1.157500E+1	3.541197E-2	7.768588E+0	-7.471364E+0
1.168750E+1	2.877713E-2	8.305390E+0	-7.352855E+0
1.180000E+1	3.471040E-2	8.023373E+0	-6.948458E+0
1.191250E+1	3.373543E-2	6.949281E+0	-5.484612E+0
1.202500E+1	3.960153E-2	6.791603E+0	-4.739342E+0
1.213750E+1	3.192735E-2	7.773837E+0	-4.900649E+0
1.225000E+1	3.538591E-2	6.456562E+0	-4.148464E+0
1.236250E+1	3.271930E-2	6.311376E+0	-4.327739E+0
1.247500E+1	3.177040E-2	5.586414E+0	-4.151013E+0
1.258750E+1	4.375024E-2	5.386321E+0	-4.476640E+0
1.270000E+1	2.893117E-2	6.943967E+0	-6.219573E+0
1.281250E+1	3.631698E-2	7.789709E+0	-7.094540E+0
1.292500E+1	3.641887E-2	8.726750E+0	-7.663009E+0
1.303750E+1	3.472057E-2	9.603583E+0	-7.840105E+0
1.315000E+1	2.734255E-2	8.889194E+0	-6.008135E+0
1.326250E+1	3.481695E-2	9.023582E+0	-5.079813E+0
1.337500E+1	3.518359E-2	8.289517E+0	-4.052666E+0
1.348750E+1	3.018626E-2	7.462604E+0	-3.461864E+0
1.360000E+1	2.619865E-2	6.703574E+0	-2.382585E+0
1.371250E+1	2.479565E-2	6.503294E+0	-2.314305E+0
1.382500E+1	2.174558E-2	6.387340E+0	-3.049947E+0
1.393750E+1	2.893173E-2	5.466901E+0	-2.877628E+0
1.405000E+1	2.506513E-2	5.772193E+0	-2.963971E+0
1.416250E+1	2.246719E-2	5.490967E+0	-2.897452E+0
1.427500E+1	2.205988E-2	6.198542E+0	-2.958029E+0
1.438750E+1	2.431502E-2	6.368110E+0	-1.747405E+0
