Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,20026.789,0.00000,20024.395
1,32113.324,0.00701,20092.537
2,43912.031,0.01401,20160.891
3,52212.953,0.02102,20229.453
4,51745.258,0.02803,20298.227
5,44664.633,0.03504,20367.211
6,28357.270,0.04204,20436.402
7,19304.680,0.04905,20505.803
,,0.05606,20575.412
,,0.06306,20645.230
,,0.07007,20715.256
,,0.07708,20785.486
,,0.08408,20855.926
,,0.09109,20926.570
,,0.09810,20997.422
,,0.10511,21068.479
,,0.11211,21139.738
,,0.11912,21211.205
,,0.12613,21282.873
,,0.13313,21354.746
,,0.14014,21426.822
,,0.14715,21499.102
,,0.15415,21571.582
,,0.16116,21644.264
,,0.16817,21717.146
,,0.17518,21790.229
,,0.18218,21863.512
,,0.18919,21936.994
,,0.19620,22010.674
,,0.20320,22084.553
,,0.21021,22158.629
,,0.21722,22232.902
,,0.22422,22307.371
,,0.23123,22382.037
,,0.23824,22456.896
,,0.24525,22531.951
,,0.25225,22607.199
,,0.25926,22682.641
,,0.26627,22758.275
,,0.27327,22834.100
,,0.28028,22910.117
,,0.28729,22986.324
,,0.29429,23062.721
,,0.30130,23139.307
,,0.30831,23216.082
,,0.31532,23293.043
,,0.32232,23370.191
,,0.32933,23447.527
,,0.33634,23525.047
,,0.34334,23602.752
,,0.35035,23680.641
,,0.35736,23758.711
,,0.36436,23836.965
,,0.37137,23915.400
,,0.37838,23994.016
,,0.38539,24072.811
,,0.39239,24151.785
,,0.39940,24230.938
,,0.40641,24310.268
,,0.41341,24389.775
,,0.42042,24469.457
,,0.42743,24549.312
,,0.43443,24629.344
,,0.44144,24709.547
,,0.44845,24789.922
,,0.45546,24870.469
,,0.46246,24951.186
,,0.46947,25032.070
,,0.47648,25113.125
,,0.48348,25194.348
,,0.49049,25275.734
,,0.49750,25357.287
,,0.50450,25439.006
,,0.51151,25520.887
,,0.51852,25602.930
,,0.52553,25685.135
,,0.53253,25767.500
,,0.53954,25850.025
,,0.54655,25932.707
,,0.55355,26015.549
,,0.56056,26098.545
,,0.56757,26181.697
,,0.57457,26265.002
,,0.58158,26348.461
,,0.58859,26432.072
,,0.59560,26515.834
,,0.60260,26599.746
,,0.60961,26683.805
,,0.61662,26768.012
,,0.62362,26852.367
,,0.63063,26936.865
,,0.63764,27021.508
,,0.64464,27106.293
,,0.65165,27191.223
,,0.65866,27276.289
,,0.66567,27361.496
,,0.67267,27446.842
,,0.67968,27532.324
,,0.68669,27617.941
,,0.69369,27703.693
,,0.70070,27789.578
,,0.70771,27875.596
,,0.71471,27961.742
,,0.72172,28048.020
,,0.72873,28134.426
,,0.73574,28220.957
,,0.74274,28307.615
,,0.74975,28394.396
,,0.75676,28481.301
,,0.76376,28568.326
,,0.77077,28655.473
,,0.77778,28742.738
,,0.78478,28830.121
,,0.79179,28917.619
,,0.79880,29005.232
,,0.80581,29092.959
,,0.81281,29180.797
,,0.81982,29268.746
,,0.82683,29356.805
,,0.83383,29444.971
,,0.84084,29533.244
,,0.84785,29621.621
,,0.85485,29710.104
,,0.86186,29798.686
,,0.86887,29887.369
,,0.87588,29976.152
,,0.88288,30065.031
,,0.88989,30154.008
,,0.89690,30243.078
,,0.90390,30332.242
,,0.91091,30421.498
,,0.91792,30510.844
,,0.92492,30600.277
,,0.93193,30689.797
,,0.93894,30779.404
,,0.94595,30869.094
,,0.95295,30958.867
,,0.95996,31048.721
,,0.96697,31138.654
,,0.97397,31228.664
,,0.98098,31318.750
,,0.98799,31408.910
,,0.99499,31499.143
,,1.00200,31589.447
,,1.00901,31679.820
,,1.01602,31770.262
,,1.02302,31860.770
,,1.03003,31951.342
,,1.03704,32041.977
,,1.04404,32132.674
,,1.05105,32223.430
,,1.05806,32314.242
,,1.06507,32405.113
,,1.07207,32496.037
,,1.07908,32587.014
,,1.08609,32678.041
,,1.09309,32769.117
,,1.10010,32860.246
,,1.10711,32951.414
,,1.11411,33042.629
,,1.12112,33133.887
,,1.12813,33225.184
,,1.13514,33316.520
,,1.14214,33407.895
,,1.14915,33499.301
,,1.15616,33590.742
,,1.16316,33682.215
,,1.17017,33773.719
,,1.17718,33865.250
,,1.18418,33956.809
,,1.19119,34048.387
,,1.19820,34139.992
,,1.20521,34231.617
,,1.21221,34323.262
,,1.21922,34414.922
,,1.22623,34506.594
,,1.23323,34598.285
,,1.24024,34689.984
,,1.24725,34781.691
,,1.25425,34873.410
,,1.26126,34965.133
,,1.26827,35056.859
,,1.27528,35148.586
,,1.28228,35240.312
,,1.28929,35332.039
,,1.29630,35423.762
,,1.30330,35515.480
,,1.31031,35607.188
,,1.31732,35698.887
,,1.32432,35790.570
,,1.33133,35882.246
,,1.33834,35973.902
,,1.34535,36065.543
,,1.35235,36157.164
,,1.35936,36248.762
,,1.36637,36340.336
,,1.37337,36431.887
,,1.38038,36523.406
,,1.38739,36614.902
,,1.39439,36706.363
,,1.40140,36797.789
,,1.40841,36889.180
,,1.41542,36980.535
,,1.42242,37071.852
,,1.42943,37163.121
,,1.43644,37254.352
,,1.44344,37345.535
,,1.45045,37436.672
,,1.45746,37527.758
,,1.46446,37618.793
,,1.47147,37709.773
,,1.47848,37800.695
,,1.48549,37891.562
,,1.49249,37982.367
,,1.49950,38073.113
,,1.50651,38163.793
,,1.51351,38254.406
,,1.52052,38344.949
,,1.52753,38435.422
,,1.53453,38525.824
,,1.54154,38616.152
,,1.54855,38706.402
,,1.55556,38796.570
,,1.56256,38886.660
,,1.56957,38976.668
,,1.57658,39066.586
,,1.58358,39156.422
,,1.59059,39246.164
,,1.59760,39335.816
,,1.60460,39425.375
,,1.61161,39514.836
,,1.61862,39604.203
,,1.62563,39693.465
,,1.63263,39782.629
,,1.63964,39871.684
,,1.64665,39960.633
,,1.65365,40049.477
,,1.66066,40138.207
,,1.66767,40226.824
,,1.67467,40315.324
,,1.68168,40403.711
,,1.68869,40491.977
,,1.69570,40580.117
,,1.70270,40668.141
,,1.70971,40756.031
,,1.71672,40843.797
,,1.72372,40931.434
,,1.73073,41018.934
,,1.73774,41106.301
,,1.74474,41193.531
,,1.75175,41280.621
,,1.75876,41367.570
,,1.76577,41454.379
,,1.77277,41541.039
,,1.77978,41627.551
,,1.78679,41713.914
,,1.79379,41800.125
,,1.80080,41886.180
,,1.80781,41972.078
,,1.81481,42057.820
,,1.82182,42143.398
,,1.82883,42228.816
,,1.83584,42314.066
,,1.84284,42399.152
,,1.84985,42484.066
,,1.85686,42568.809
,,1.86386,42653.375
,,1.87087,42737.770
,,1.87788,42821.980
,,1.88488,42906.016
,,1.89189,42989.867
,,1.89890,43073.531
,,1.90591,43157.012
,,1.91291,43240.301
,,1.91992,43323.398
,,1.92693,43406.301
,,1.93393,43489.008
,,1.94094,43571.520
,,1.94795,43653.828
,,1.95495,43735.938
,,1.96196,43817.840
,,1.96897,43899.535
,,1.97598,43981.023
,,1.98298,44062.301
,,1.98999,44143.363
,,1.99700,44224.211
,,2.00400,44304.844
,,2.01101,44385.254
,,2.01802,44465.441
,,2.02503,44545.410
,,2.03203,44625.148
,,2.03904,44704.660
,,2.04605,44783.938
,,2.05305,44862.988
,,2.06006,44941.801
,,2.06707,45020.379
,,2.07407,45098.715
,,2.08108,45176.812
,,2.08809,45254.664
,,2.09510,45332.273
,,2.10210,45409.633
,,2.10911,45486.746
,,2.11612,45563.602
,,2.12312,45640.211
,,2.13013,45716.559
,,2.13714,45792.652
,,2.14414,45868.480
,,2.15115,45944.051
,,2.15816,46019.355
,,2.16517,46094.395
,,2.17217,46169.164
,,2.17918,46243.664
,,2.18619,46317.891
,,2.19319,46391.848
,,2.20020,46465.523
,,2.20721,46538.918
,,2.21421,46612.035
,,2.22122,46684.867
