Freq (Hz)	PSD/Measured Spectrum: Power CH2 (Vrms/rtHz)	Freq Response Module (Vrms)	Freq Response Im part (Unitless Power)
1.000000E+1	2.292715E-2	9.385647E-1	-9.373725E-1
1.011250E+1	2.020323E-2	1.405401E+0	-9.009351E-1
1.022500E+1	2.244758E-2	7.294279E-1	-7.077027E-1
1.033750E+1	1.989605E-2	1.061958E+0	-8.863281E-1
1.045000E+1	2.418267E-2	5.551596E-1	-1.774780E-1
1.056250E+1	2.040372E-2	4.941625E-1	-4.877576E-1
1.067500E+1	1.507600E-2	6.038511E-1	-4.098289E-1
1.078750E+1	1.706060E-2	8.305818E-1	-8.246149E-1
1.090000E+1	2.307773E-2	1.231491E+0	-8.812871E-2
1.101250E+1	2.390639E-2	2.323934E-1	4.717764E-3
1.112500E+1	1.455582E-2	4.802183E-1	4.658280E-1
1.123750E+1	2.282212E-2	1.024887E+0	-7.922907E-1
1.135000E+1	1.928234E-2	3.038767E-1	1.394101E-2
1.146250E+1	2.013141E-2	1.066148E-1	-6.719017E-2
1.157500E+1	2.006101E-2	3.447659E-1	2.707828E-1
1.168750E+1	2.452041E-2	3.641386E-1	-1.517646E-1
1.180000E+1	2.154384E-2	2.300748E-1	-1.915441E-1
1.191250E+1	2.854599E-2	5.526136E-1	3.153475E-1
1.202500E+1	2.023133E-2	2.873084E-1	1.090109E-1
1.213750E+1	1.568345E-2	2.777283E-1	6.382880E-4
1.225000E+1	1.980875E-2	7.042697E-1	-5.317677E-1
1.236250E+1	1.892621E-2	5.564461E-1	4.283949E-2
1.247500E+1	1.383719E-2	5.955595E-1	-5.514704E-1
1.258750E+1	1.449397E-2	2.945879E-1	-2.943756E-1
1.270000E+1	1.743438E-2	4.789099E-1	-2.350817E-1
1.281250E+1	1.787278E-2	6.840590E-1	-3.399825E-1
1.292500E+1	2.199128E-2	8.040704E-1	-2.996834E-1
1.303750E+1	2.323891E-2	7.531734E-1	1.508483E-1
1.315000E+1	1.691105E-2	6.574862E-1	-9.884828E-2
1.326250E+1	1.839571E-2	6.883471E-1	-6.504333E-1
1.337500E+1	1.789896E-2	1.022678E+0	-4.100772E-1
1.348750E+1	1.865750E-2	5.054587E-1	-1.650060E-1
1.360000E+1	2.298846E-2	1.770793E-1	1.727284E-1
1.371250E+1	1.865377E-2	5.444257E-1	-5.234310E-1
1.382500E+1	2.160495E-2	7.264199E-1	-3.619544E-1
1.393750E+1	1.552529E-2	1.248800E+0	-8.600653E-1
1.405000E+1	2.140505E-2	2.832797E-1	2.385091E-1
1.416250E+1	2.388534E-2	3.739003E-1	-1.915941E-1
1.427500E+1	2.342252E-2	2.847930E-1	-1.410561E-1
1.438750E+1	2.033342E-2	1.101845E+0	-1.087309E+0
1.450000E+1	1.519445E-2	8.877496E-1	-7.538584E-1
1.461250E+1	2.138383E-2	2.945570E-1	1.993049E-1
1.472500E+1	2.170333E-2	9.625844E-1	-8.372324E-1
1.483750E+1	2.016687E-2	1.236354E+0	-1.164085E+0
1.495000E+1	2.130560E-2	2.240813E-1	2.237739E-1
1.506250E+1	1.570911E-2	7.680495E-1	-7.624924E-1
1.517500E+1	2.123316E-2	4.515480E-1	-2.169651E-1
1.528750E+1	2.310480E-2	5.048718E-1	2.236015E-1
1.540000E+1	1.780334E-2	9.760475E-1	-9.431499E-1
1.551250E+1	2.269818E-2	3.863562E-1	-3.113637E-1
1.562500E+1	2.116258E-2	8.442621E-1	1.787732E-2
1.573750E+1	1.984807E-2	5.647700E-1	5.358783E-1
1.585000E+1	2.427730E-2	1.964331E-1	-6.999403E-2
1.596250E+1	2.332234E-2	6.317015E-1	-1.124508E-1
