Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,14430.716,0.00000,15710.867
1,20153.008,0.00701,15729.807
2,29914.434,0.01401,15748.910
3,37897.777,0.02102,15768.180
4,37707.207,0.02803,15787.615
5,28040.613,0.03504,15807.219
6,21190.201,0.04204,15826.990
7,16573.719,0.04905,15846.931
,,0.05606,15867.041
,,0.06306,15887.323
,,0.07007,15907.776
,,0.07708,15928.402
,,0.08408,15949.203
,,0.09109,15970.178
,,0.09810,15991.328
,,0.10511,16012.655
,,0.11211,16034.160
,,0.11912,16055.844
,,0.12613,16077.706
,,0.13313,16099.748
,,0.14014,16121.972
,,0.14715,16144.378
,,0.15415,16166.967
,,0.16116,16189.739
,,0.16817,16212.696
,,0.17518,16235.840
,,0.18218,16259.169
,,0.18919,16282.686
,,0.19620,16306.392
,,0.20320,16330.286
,,0.21021,16354.370
,,0.21722,16378.646
,,0.22422,16403.113
,,0.23123,16427.773
,,0.23824,16452.627
,,0.24525,16477.676
,,0.25225,16502.920
,,0.25926,16528.359
,,0.26627,16553.996
,,0.27327,16579.830
,,0.28028,16605.863
,,0.28729,16632.098
,,0.29429,16658.529
,,0.30130,16685.164
,,0.30831,16712.002
,,0.31532,16739.041
,,0.32232,16766.283
,,0.32933,16793.732
,,0.33634,16821.385
,,0.34334,16849.244
,,0.35035,16877.309
,,0.35736,16905.582
,,0.36436,16934.064
,,0.37137,16962.756
,,0.37838,16991.658
,,0.38539,17020.770
,,0.39239,17050.094
,,0.39940,17079.629
,,0.40641,17109.377
,,0.41341,17139.340
,,0.42042,17169.518
,,0.42743,17199.910
,,0.43443,17230.518
,,0.44144,17261.342
,,0.44845,17292.385
,,0.45546,17323.645
,,0.46246,17355.123
,,0.46947,17386.820
,,0.47648,17418.738
,,0.48348,17450.879
,,0.49049,17483.238
,,0.49750,17515.820
,,0.50450,17548.625
,,0.51151,17581.654
,,0.51852,17614.906
,,0.52553,17648.383
,,0.53253,17682.084
,,0.53954,17716.012
,,0.54655,17750.164
,,0.55355,17784.545
,,0.56056,17819.154
,,0.56757,17853.990
,,0.57457,17889.055
,,0.58158,17924.348
,,0.58859,17959.871
,,0.59560,17995.623
,,0.60260,18031.607
,,0.60961,18067.822
,,0.61662,18104.268
,,0.62362,18140.947
,,0.63063,18177.857
,,0.63764,18215.002
,,0.64464,18252.379
,,0.65165,18289.990
,,0.65866,18327.836
,,0.66567,18365.916
,,0.67267,18404.230
,,0.67968,18442.781
,,0.68669,18481.568
,,0.69369,18520.590
,,0.70070,18559.850
,,0.70771,18599.346
,,0.71471,18639.078
,,0.72172,18679.049
,,0.72873,18719.258
,,0.73574,18759.703
,,0.74274,18800.389
,,0.74975,18841.311
,,0.75676,18882.475
,,0.76376,18923.875
,,0.77077,18965.516
,,0.77778,19007.395
,,0.78478,19049.514
,,0.79179,19091.873
,,0.79880,19134.473
,,0.80581,19177.312
,,0.81281,19220.393
,,0.81982,19263.713
,,0.82683,19307.273
,,0.83383,19351.074
,,0.84084,19395.115
,,0.84785,19439.398
,,0.85485,19483.922
,,0.86186,19528.686
,,0.86887,19573.691
,,0.87588,19618.938
,,0.88288,19664.424
,,0.88989,19710.150
,,0.89690,19756.119
,,0.90390,19802.326
,,0.91091,19848.775
,,0.91792,19895.465
,,0.92492,19942.395
,,0.93193,19989.564
,,0.93894,20036.975
,,0.94595,20084.625
,,0.95295,20132.516
,,0.95996,20180.645
,,0.96697,20229.014
,,0.97397,20277.621
,,0.98098,20326.467
,,0.98799,20375.553
,,0.99499,20424.875
,,1.00200,20474.436
,,1.00901,20524.234
,,1.01602,20574.271
,,1.02302,20624.545
,,1.03003,20675.053
,,1.03704,20725.799
,,1.04404,20776.781
,,1.05105,20827.998
,,1.05806,20879.449
,,1.06507,20931.137
,,1.07207,20983.057
,,1.07908,21035.209
,,1.08609,21087.596
,,1.09309,21140.215
,,1.10010,21193.066
,,1.10711,21246.148
,,1.11411,21299.461
,,1.12112,21353.004
,,1.12813,21406.775
,,1.13514,21460.777
,,1.14214,21515.006
,,1.14915,21569.463
,,1.15616,21624.145
,,1.16316,21679.053
,,1.17017,21734.188
,,1.17718,21789.545
,,1.18418,21845.127
,,1.19119,21900.932
,,1.19820,21956.959
,,1.20521,22013.207
,,1.21221,22069.674
,,1.21922,22126.361
,,1.22623,22183.268
,,1.23323,22240.391
,,1.24024,22297.730
,,1.24725,22355.285
,,1.25425,22413.055
,,1.26126,22471.037
,,1.26827,22529.232
,,1.27528,22587.641
,,1.28228,22646.258
,,1.28929,22705.084
,,1.29630,22764.119
,,1.30330,22823.361
,,1.31031,22882.809
,,1.31732,22942.459
,,1.32432,23002.314
,,1.33133,23062.373
,,1.33834,23122.631
,,1.34535,23183.088
,,1.35235,23243.744
,,1.35936,23304.598
,,1.36637,23365.646
,,1.37337,23426.891
,,1.38038,23488.326
,,1.38739,23549.955
,,1.39439,23611.771
,,1.40140,23673.779
,,1.40841,23735.973
,,1.41542,23798.352
,,1.42242,23860.916
,,1.42943,23923.662
,,1.43644,23986.590
,,1.44344,24049.695
,,1.45045,24112.980
,,1.45746,24176.441
,,1.46446,24240.078
,,1.47147,24303.887
,,1.47848,24367.867
,,1.48549,24432.018
,,1.49249,24496.336
,,1.49950,24560.820
,,1.50651,24625.469
,,1.51351,24690.281
,,1.52052,24755.252
,,1.52753,24820.383
,,1.53453,24885.672
,,1.54154,24951.115
,,1.54855,25016.713
,,1.55556,25082.461
,,1.56256,25148.359
,,1.56957,25214.404
,,1.57658,25280.596
,,1.58358,25346.930
,,1.59059,25413.406
,,1.59760,25480.021
,,1.60460,25546.775
,,1.61161,25613.662
,,1.61862,25680.686
,,1.62563,25747.838
,,1.63263,25815.119
,,1.63964,25882.527
