Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,14796.708,0.00000,14829.497
1,16579.873,0.00701,14836.937
2,24388.861,0.01401,14844.471
3,37573.426,0.02102,14852.101
4,39835.379,0.02803,14859.828
5,30184.010,0.03504,14867.654
6,23111.158,0.04204,14875.579
7,15817.227,0.04905,14883.604
,,0.05606,14891.730
,,0.06306,14899.959
,,0.07007,14908.291
,,0.07708,14916.727
,,0.08408,14925.268
,,0.09109,14933.916
,,0.09810,14942.671
,,0.10511,14951.535
,,0.11211,14960.508
,,0.11912,14969.592
,,0.12613,14978.788
,,0.13313,14988.097
,,0.14014,14997.520
,,0.14715,15007.057
,,0.15415,15016.710
,,0.16116,15026.481
,,0.16817,15036.371
,,0.17518,15046.380
,,0.18218,15056.509
,,0.18919,15066.760
,,0.19620,15077.135
,,0.20320,15087.633
,,0.21021,15098.256
,,0.21722,15109.006
,,0.22422,15119.883
,,0.23123,15130.889
,,0.23824,15142.025
,,0.24525,15153.292
,,0.25225,15164.691
,,0.25926,15176.224
,,0.26627,15187.892
,,0.27327,15199.695
,,0.28028,15211.636
,,0.28729,15223.714
,,0.29429,15235.933
,,0.30130,15248.291
,,0.30831,15260.792
,,0.31532,15273.437
,,0.32232,15286.225
,,0.32933,15299.159
,,0.33634,15312.240
,,0.34334,15325.471
,,0.35035,15338.850
,,0.35736,15352.379
,,0.36436,15366.061
,,0.37137,15379.896
,,0.37838,15393.886
,,0.38539,15408.031
,,0.39239,15422.334
,,0.39940,15436.795
,,0.40641,15451.416
,,0.41341,15466.198
,,0.42042,15481.143
,,0.42743,15496.251
,,0.43443,15511.523
,,0.44144,15526.963
,,0.44845,15542.569
,,0.45546,15558.346
,,0.46246,15574.292
,,0.46947,15590.409
,,0.47648,15606.700
,,0.48348,15623.165
,,0.49049,15639.806
,,0.49750,15656.623
,,0.50450,15673.618
,,0.51151,15690.794
,,0.51852,15708.150
,,0.52553,15725.688
,,0.53253,15743.411
,,0.53954,15761.318
,,0.54655,15779.412
,,0.55355,15797.694
