"id","frame","x [nm]","y [nm]","intensity [photon]","uncertainty_xy [nm]"
325,43,22302.8,665.395,14845,2.02291
326,43,6624.62,1021.1,10453.1,2.64124
327,43,36563.5,2218.87,6212.7,4.03219
328,43,33232.4,2406.78,2791.57,8.15962
329,43,9692.94,3475.67,7130.07,3.59406
330,43,37972.2,4188.19,7497.95,3.44801
331,43,43781.2,5384.75,12272.8,2.33338
332,43,32191,5326.48,9241.59,2.91109
333,43,12321.8,6721.25,10258.2,2.68048
334,43,7670.87,7441.69,21649,1.54448
335,43,31332.4,9219.65,7099.9,3.6067
336,43,2060.09,9255.86,7912.83,3.29929
337,43,15267,10845.3,5515.83,4.46078
338,43,2220.16,13444.8,8860.95,3.01067
339,43,15666.1,13895.3,6615.4,3.82515
340,43,13751.8,14175.3,7456.17,3.46388
341,43,10592.7,16265.3,13775.1,2.13855
342,43,5738.49,16990.3,7609.94,3.4063
343,43,23576,17661.2,11775,2.40847
344,43,8499.73,18244.5,5962.62,4.17462
345,43,18302.3,18516.2,4084.36,5.79347
346,43,1233.11,18837.4,15590.1,1.95135
347,43,22303.7,21103.5,2985.37,7.67506
348,43,42387.8,21531.8,4911.21,4.92982
349,43,39681.7,21833.6,9172.54,2.92855
350,43,49061.9,25028,10211.2,2.69016
351,43,37318,26707.6,6321.21,3.97384
352,43,47370.7,27034.9,11185.4,2.50571
353,43,45397,27274.1,7804.9,3.33648
354,43,24948.7,27798.6,6202.26,4.03791
355,43,29413.8,29306.7,6228.37,4.02364
356,43,20894.9,29768.7,6334.56,3.9668
357,43,32230.6,32237.4,8092.7,3.23945
358,43,3289.69,33714.2,6742.47,3.76487
359,43,35380,33951.5,6115.22,4.08634
360,43,24736.2,34640.4,11654.3,2.4276
361,43,43687.8,34847.5,4917.59,4.92427
362,43,23384.9,34771.3,11509.8,2.45102
363,43,48146.1,34899.5,9337.33,2.88729
364,43,46817.8,35047.4,11346.7,2.47813
365,43,2622.1,35964.9,3589.41,6.49911
366,43,1654.41,37181.6,5573.27,4.42145
367,43,4894.43,37419.9,5288.95,4.62435
368,43,5904.47,40237.8,7392.93,3.48825
369,43,3652.36,42190.1,6992.56,3.65253
370,43,49432.2,42180.5,4425.54,5.39833
371,43,5873.54,44228.8,6867.22,3.70783
372,43,35571,44993.5,5629.56,4.38369
373,43,3938.53,45213.6,10146.2,2.70368
374,43,27157.8,45415.7,2604.15,8.69653
375,43,40324.7,46019.1,6069.38,4.1124
376,43,28177.3,47023,7936.04,3.29142
377,43,5881.81,48490.8,12260,2.33523
378,43,759.533,49929.1,3016.7,7.60254
379,44,22304.8,670.207,14886.2,2.01878
380,44,6639.6,981.16,10631.3,2.60661
381,44,36549,2228.39,6169.19,4.05615
382,44,33216.5,2407.22,2909.94,7.85602
383,44,9661.46,3504.02,7274.56,3.53497
384,44,37975.4,4197.14,7184.62,3.57148
385,44,43781.2,5383.58,12315.7,2.32718
386,44,32196.4,5337.36,9488.2,2.85073
387,44,12323.7,6721.62,9521.27,2.84287
388,44,7695.35,7387.56,22101,1.52257
389,44,31381.2,9247.05,6976.89,3.65934
390,44,2073.7,9258.98,7880.91,3.31018
391,44,15312.4,10875.7,5634.2,4.3806
392,44,2231.09,13439.9,9287.43,2.89963
393,44,15674.5,13915.3,6661.81,3.80287
394,44,13766.8,14188.6,7443.41,3.46877
395,44,10609.6,16262.5,14079.7,2.10392
396,44,5734.08,17004.3,7560.62,3.42452
397,44,23556.8,17652.8,11268.4,2.49143
398,44,8501.64,18247.3,6433.2,3.91566
399,44,18303.2,18508.9,3978.17,5.93016
400,44,1247.97,18858.2,15505.9,1.95911
401,44,22263,21106.4,2933.15,7.79936
402,44,42374.9,21542.7,5004.63,4.85003
403,44,39679.9,21843.6,8935.22,2.99059
404,44,49066.1,25024,10920.2,2.55276
405,44,37330.9,26707.3,6289.3,3.9908
406,44,47370.4,27033.8,11072.3,2.52552
407,44,45417.2,27223.2,7839.14,3.32458
408,44,24963.4,27787.5,6070.54,4.11173
409,44,29393.8,29305.6,6046.75,4.12541
410,44,20887.8,29775.7,6352.54,3.95736
411,44,32215.3,32235.5,8494.81,3.11466
412,44,3280.9,33737.1,6774.96,3.74981
413,44,35341.7,33948.8,6139.59,4.07264
414,44,24737.6,34643.2,12239.1,2.33827
415,44,43675.2,34831.3,4630.95,5.1883
416,44,23378.9,34777.7,11906.7,2.38802
417,44,48143.8,34917.2,9521.85,2.84273
418,44,46795.1,35040.6,11543.4,2.44551
419,44,2633.09,35970.7,3812.22,6.15893
420,44,1665.84,37189,5306.36,4.61131
421,44,4899.12,37435.5,5365.54,4.5676
422,44,5880.35,40236.5,7460.23,3.46233
423,44,3638.85,42213.5,7143.42,3.58851
424,44,49459.3,42172.9,4680.27,5.14059
425,44,5864.4,44206.3,6764.52,3.75464
426,44,35583.5,44994.5,5745.02,4.3085
427,44,3952.02,45208.1,10407.3,2.65034
428,44,27167.7,45398.5,2504.35,9.0151
429,44,40331.4,46022.9,6317.73,3.97568
430,44,28179,47028.5,7894.84,3.30542
431,44,5883.54,48512,12233.9,2.33903
432,44,768.033,49912.4,2909.36,7.85745
433,61,22319.4,689.91,13929.4,2.12083
434,61,6636.79,1009.79,10663.2,2.60052
435,61,36555.3,2216.71,6027.02,4.13683
436,61,33210.9,2430.43,3296.38,7.01603
437,61,9666.65,3487.2,5732.26,4.31666
438,61,37998.7,4170.93,7231.04,3.55253
439,61,43787.1,5397.67,12091.2,2.36008
440,61,32185.3,5334.2,9312.38,2.89345
441,61,12343.4,6714.81,9110.46,2.94448
442,61,7682.31,7392,22074.3,1.52384
443,61,31340.8,9248.33,6622.36,3.82179
444,61,2064.88,9278.64,7627.93,3.39971
445,61,15294.3,10835.1,5654.51,4.36718
446,61,2240.94,13458.3,9284.53,2.90036
447,61,15677.4,13909.6,7016.93,3.64201
448,61,13759.8,14178.3,7634.89,3.39717
449,61,10616.3,16266.4,14100,2.10166
450,61,5749.58,17004.9,7584.41,3.4157
451,61,23552.4,17643.4,11574.2,2.44051
452,61,8528.76,18258,7601.23,3.4095
453,61,18304.9,18516.1,4044.9,5.84343
454,61,1238.4,18853.8,16046.7,1.91063
455,61,22262.9,21096.6,3017.28,7.60121
456,61,42378.8,21519.8,4409.88,5.41515
457,61,39688.6,21842.4,9130.77,2.93925
458,61,49071.4,25033.6,10809.4,2.57308
459,61,37334.7,26696.9,6627.58,3.81927
460,61,47375,27047.8,11873,2.3932
461,61,45382.3,27290.7,7183.46,3.57196
462,61,24970.1,27832,6206.9,4.03536
463,61,29415.6,29300.7,6036.89,4.13111
464,61,20902.8,29759.2,6401.86,3.93174
465,61,32213.6,32213.4,8491.91,3.11552
466,61,3275.69,33726.2,6717.52,3.77653
467,61,35372.5,33953.2,6031.09,4.13447
468,61,24737.3,34637.7,11896.8,2.38953
469,61,43686.1,34827.3,4497.49,5.3226
470,61,23389.8,34788.1,11737.8,2.41432
471,61,48130.4,34903.6,8542.4,3.10065
472,61,46808.8,35044.8,10957.4,2.54603
473,61,2665.74,35963.2,3936.4,5.98595
474,61,1661.5,37186.4,5423.57,4.52566
475,61,4899.33,37444,5304.04,4.61304
476,61,5872.15,40258,6929.31,3.68019
477,61,3651.23,42198.7,6910.16,3.68866
478,61,49472.9,42162.7,4639.65,5.17981
479,61,5862.59,44206.4,7229.3,3.55323
480,61,35592.3,44998.5,5845.99,4.24516
481,61,3961.84,45219.7,9856.65,2.76604
482,61,27149,45408,2825.22,8.07073
483,61,40328.1,46025.2,5833.8,4.25269
484,61,28189.4,47037.4,7963.31,3.28223
485,61,5859.72,48546.5,12735.3,2.2687
486,61,788.752,49910.2,2713.23,8.37504
487,62,22291.9,680.949,13899.8,2.1242
488,62,6646.14,1009.79,10317.4,2.66841
489,62,36560.4,2246.47,6226.63,4.02459
490,62,33210,2401.62,3436.8,6.75738
491,62,9707.68,3490.79,6628.74,3.81871
492,62,37974.2,4189.85,7312.27,3.51992
493,62,43777.4,5390.99,12459.1,2.30678
494,62,32199,5309.95,9090.73,2.94958
495,62,12335.3,6722.12,9650.67,2.81261
496,62,7669.88,7420.7,21802.2,1.53696
497,62,31356.7,9252.37,6791.79,3.74207
498,62,2060.63,9270.47,7692.91,3.37616
499,62,15269.6,10849.6,5703.25,4.33535
500,62,2245.85,13450,9315.86,2.89258
501,62,15682.8,13910,7188.68,3.56981
502,62,13768.8,14181.1,7320.4,3.5167
503,62,10611.4,16271.8,14073.9,2.10457
504,62,5735.28,16996.6,7752.68,3.35485
505,62,23572,17655.6,11623.5,2.43254
506,62,8494.23,18280.5,7144.58,3.58802
507,62,18314.6,18525.2,3811.64,6.15976
508,62,1212.22,18854.1,15865.1,1.92656
509,62,22271.7,21087.4,2930.83,7.80498
510,62,42382.2,21524.6,4748.16,5.07652
511,62,39664.3,21843,9531.14,2.84054
512,62,49079.4,25025.5,10912.1,2.55423
513,62,37332.2,26717.3,6348.48,3.95949
514,62,47349.5,27042.6,11516.2,2.44997
515,62,45394.4,27292.3,7332,3.51211
516,62,24962.2,27821,6117.54,4.08503
517,62,29398.9,29324.6,6429.72,3.91744
518,62,20887.9,29774.1,6140.17,4.07232
519,62,32223.8,32220.7,8281.86,3.17927
520,62,3293.08,33720.5,6624.68,3.82067
521,62,35344.5,33973.4,5768.81,4.29337
522,62,24734.3,34628.4,12174.2,2.34779
523,62,43686.1,34835.4,4539.27,5.27972
524,62,23383.7,34777.2,11802.8,2.40411
525,62,48138.2,34898.5,8278.38,3.18035
526,62,46820.7,35046.5,11295.7,2.48678
527,62,2628.9,35965.7,3729.83,6.28002
528,62,1644.07,37182.5,5606.35,4.39917
529,62,4894.51,37409.4,4998.25,4.85538
530,62,5878.97,40262.2,6309.02,3.9803
531,62,3631.01,42165.3,6786.57,3.74447
532,62,49450.2,42190.8,4546.81,5.27206
533,62,5866.34,44201.2,7264.69,3.53893
534,62,35590,44966.4,5796.67,4.27583
535,62,3947.08,45210,9565.95,2.83233
536,62,27173.6,45409.3,2367.41,9.49578
537,62,40359.8,46027.2,6148.88,4.06745
538,62,28197.6,47025,8222.68,3.19781
539,62,5860.61,48525.2,11922.9,2.38552
540,62,778.929,49900.3,2573.98,8.79025
541,63,22313.4,679.41,14273.5,2.08262
542,63,6639.15,1003.95,9869.42,2.76321
543,63,36558.2,2215.72,6047.33,4.12507
544,63,33198.2,2435.2,3339.32,6.93465
545,63,9711.73,3493.33,7322.14,3.51601
546,63,37969.9,4187.26,7144.58,3.58802
547,63,43773.7,5382.04,12411.5,2.3135
548,63,32189.7,5314.21,9448.74,2.86018
549,63,12334.7,6726.69,9333.27,2.88829
550,63,7665.55,7395.02,22176.5,1.519
551,63,31378.6,9239.33,7072.05,3.61846
552,63,2063.05,9283.95,7653.46,3.39041
553,63,15290.1,10873,5854.11,4.24015
554,63,2231.3,13450.4,9088.41,2.95019
555,63,15699.7,13903.3,6893.33,3.69614
556,63,13758.6,14172.1,7326.2,3.51441
557,63,10610.9,16276.4,14229.4,2.08742
558,63,5731.33,17012,8235.44,3.19379
559,63,23579.9,17671.1,11792.4,2.40574
560,63,8536.82,18272.2,7503.17,3.44604
561,63,18306.4,18509.1,4250.89,5.59275
562,63,1270.22,18846.8,15468.2,1.96261
563,63,22273.1,21088.3,3224.43,7.15725
564,63,42381.7,21524.9,4497.49,5.3226
565,63,39689.9,21833.9,9372.73,2.87861
566,63,49065.4,25028.2,10477.5,2.63643
567,63,37307.8,26735.8,6161.06,4.06067
568,63,47367.4,27033.3,11308.4,2.48461
569,63,45390.6,27260.8,6655.43,3.80591
570,63,24963.7,27816.1,6216.19,4.03028
571,63,29381.9,29302,6206.9,4.03536
572,63,20899,29779.3,6156.42,4.06325
573,63,32212.9,32220,7971.43,3.2795
574,63,3275.66,33740.1,6937.43,3.67661
575,63,35350.4,33974.4,5830.32,4.25484
576,63,24729.2,34638.1,11617.1,2.43357
577,63,43677.9,34839.4,4541.01,5.27795
578,63,23394.1,34775.6,11838.2,2.39859
579,63,48137.5,34901,8766.37,3.03672
580,63,46796.9,35034.2,10967.8,2.54415
581,63,2657.84,35948,4065.79,5.81686
582,63,1670.91,37196.5,5732.84,4.31629
583,63,4889.23,37461.1,5146.79,4.7341
584,63,5902.83,40240.1,6585.8,3.83951
585,63,3630.35,42214.1,7043.62,3.63056
586,63,49455.7,42196.6,4513.16,5.30643
587,63,5873.2,44215.6,7293.12,3.52754
588,63,35557.8,44975.5,6132.63,4.07655
589,63,3961.89,45209.6,9980.83,2.73886
