Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,18725.209,0.00000,17919.945
1,23959.742,0.00701,17952.189
2,38453.449,0.01401,17984.676
3,45951.477,0.02102,18017.406
4,43715.836,0.02803,18050.381
5,33039.109,0.03504,18083.604
6,21428.492,0.04204,18117.070
7,16364.406,0.04905,18150.787
,,0.05606,18184.752
,,0.06306,18218.965
,,0.07007,18253.432
,,0.07708,18288.148
,,0.08408,18323.117
,,0.09109,18358.340
,,0.09810,18393.818
,,0.10511,18429.551
,,0.11211,18465.541
,,0.11912,18501.789
,,0.12613,18538.293
,,0.13313,18575.059
,,0.14014,18612.082
,,0.14715,18649.367
,,0.15415,18686.916
,,0.16116,18724.727
,,0.16817,18762.799
,,0.17518,18801.139
,,0.18218,18839.742
,,0.18919,18878.611
,,0.19620,18917.748
,,0.20320,18957.152
,,0.21021,18996.826
,,0.21722,19036.770
,,0.22422,19076.982
,,0.23123,19117.467
,,0.23824,19158.225
,,0.24525,19199.252
,,0.25225,19240.555
,,0.25926,19282.131
,,0.26627,19323.982
,,0.27327,19366.109
,,0.28028,19408.514
,,0.28729,19451.195
,,0.29429,19494.152
,,0.30130,19537.391
,,0.30831,19580.906
,,0.31532,19624.701
,,0.32232,19668.777
,,0.32933,19713.135
,,0.33634,19757.775
,,0.34334,19802.697
,,0.35035,19847.900
,,0.35736,19893.389
,,0.36436,19939.162
,,0.37137,19985.219
,,0.37838,20031.562
,,0.38539,20078.189
,,0.39239,20125.105
,,0.39940,20172.307
,,0.40641,20219.797
,,0.41341,20267.572
,,0.42042,20315.639
,,0.42743,20363.994
,,0.43443,20412.637
,,0.44144,20461.570
,,0.44845,20510.795
,,0.45546,20560.309
,,0.46246,20610.115
,,0.46947,20660.211
,,0.47648,20710.600
,,0.48348,20761.281
,,0.49049,20812.254
,,0.49750,20863.520
,,0.50450,20915.080
,,0.51151,20966.932
,,0.51852,21019.078
,,0.52553,21071.518
,,0.53253,21124.252
,,0.53954,21177.281
,,0.54655,21230.605
,,0.55355,21284.223
,,0.56056,21338.137
,,0.56757,21392.346
,,0.57457,21446.850
,,0.58158,21501.648
,,0.58859,21556.742
,,0.59560,21612.133
,,0.60260,21667.818
,,0.60961,21723.801
,,0.61662,21780.078
,,0.62362,21836.652
,,0.63063,21893.521
,,0.63764,21950.688
,,0.64464,22008.148
,,0.65165,22065.904
,,0.65866,22123.957
,,0.66567,22182.307
,,0.67267,22240.949
,,0.67968,22299.889
,,0.68669,22359.123
,,0.69369,22418.652
,,0.70070,22478.477
,,0.70771,22538.596
,,0.71471,22599.010
,,0.72172,22659.717
,,0.72873,22720.719
,,0.73574,22782.016
,,0.74274,22843.604
,,0.74975,22905.486
,,0.75676,22967.660
,,0.76376,23030.129
,,0.77077,23092.887
,,0.77778,23155.938
,,0.78478,23219.279
,,0.79179,23282.912
,,0.79880,23346.836
,,0.80581,23411.049
,,0.81281,23475.551
,,0.81982,23540.342
,,0.82683,23605.420
,,0.83383,23670.787
,,0.84084,23736.439
,,0.84785,23802.379
,,0.85485,23868.605
,,0.86186,23935.117
,,0.86887,24001.912
,,0.87588,24068.990
,,0.88288,24136.354
,,0.88989,24203.996
,,0.89690,24271.922
,,0.90390,24340.129
,,0.91091,24408.615
,,0.91792,24477.379
,,0.92492,24546.424
,,0.93193,24615.744
,,0.93894,24685.340
,,0.94595,24755.213
,,0.95295,24825.359
,,0.95996,24895.779
,,0.96697,24966.473
,,0.97397,25037.436
,,0.98098,25108.670
,,0.98799,25180.174
,,0.99499,25251.945
,,1.00200,25323.984
,,1.00901,25396.289
,,1.01602,25468.857
,,1.02302,25541.691
,,1.03003,25614.785
,,1.03704,25688.143
,,1.04404,25761.758
,,1.05105,25835.633
,,1.05806,25909.764
,,1.06507,25984.152
,,1.07207,26058.793
,,1.07908,26133.689
,,1.08609,26208.836
,,1.09309,26284.232
,,1.10010,26359.879
,,1.10711,26435.773
,,1.11411,26511.912
,,1.12112,26588.295
,,1.12813,26664.920
,,1.13514,26741.787
,,1.14214,26818.893
,,1.14915,26896.236
,,1.15616,26973.816
,,1.16316,27051.631
,,1.17017,27129.678
,,1.17718,27207.955
,,1.18418,27286.461
,,1.19119,27365.197
,,1.19820,27444.156
,,1.20521,27523.340
,,1.21221,27602.746
,,1.21922,27682.371
,,1.22623,27762.215
,,1.23323,27842.275
,,1.24024,27922.549
,,1.24725,28003.035
,,1.25425,28083.730
,,1.26126,28164.637
,,1.26827,28245.746
,,1.27528,28327.061
,,1.28228,28408.576
,,1.28929,28490.293
,,1.29630,28572.205
,,1.30330,28654.316
,,1.31031,28736.617
,,1.31732,28819.109
,,1.32432,28901.791
,,1.33133,28984.658
,,1.33834,29067.709
,,1.34535,29150.943
,,1.35235,29234.355
,,1.35936,29317.943
,,1.36637,29401.707
,,1.37337,29485.643
,,1.38038,29569.748
,,1.38739,29654.021
,,1.39439,29738.457
,,1.40140,29823.057
,,1.40841,29907.814
,,1.41542,29992.729
,,1.42242,30077.799
,,1.42943,30163.020
,,1.43644,30248.389
,,1.44344,30333.906
,,1.45045,30419.564
,,1.45746,30505.365
,,1.46446,30591.305
,,1.47147,30677.379
,,1.47848,30763.584
,,1.48549,30849.920
,,1.49249,30936.383
,,1.49950,31022.971
,,1.50651,31109.680
,,1.51351,31196.506
,,1.52052,31283.447
,,1.52753,31370.502
,,1.53453,31457.664
,,1.54154,31544.934
,,1.54855,31632.307
,,1.55556,31719.779
,,1.56256,31807.350
,,1.56957,31895.014
,,1.57658,31982.768
,,1.58358,32070.611
,,1.59059,32158.537
,,1.59760,32246.547
,,1.60460,32334.635
,,1.61161,32422.797
,,1.61862,32511.029
,,1.62563,32599.332
,,1.63263,32687.701
,,1.63964,32776.129
,,1.64665,32864.621
,,1.65365,32953.164
,,1.66066,33041.758
,,1.66767,33130.402
,,1.67467,33219.094
,,1.68168,33307.824
,,1.68869,33396.594
,,1.69570,33485.398
,,1.70270,33574.234
,,1.70971,33663.102
,,1.71672,33751.988
,,1.72372,33840.898
,,1.73073,33929.824
,,1.73774,34018.766
,,1.74474,34107.715
,,1.75175,34196.672
,,1.75876,34285.633
,,1.76577,34374.594
,,1.77277,34463.547
,,1.77978,34552.496
,,1.78679,34641.430
,,1.79379,34730.352
,,1.80080,34819.250
,,1.80781,34908.129
,,1.81481,34996.984
,,1.82182,35085.805
,,1.82883,35174.594
,,1.83584,35263.344
,,1.84284,35352.051
,,1.84985,35440.715
,,1.85686,35529.328
,,1.86386,35617.887
,,1.87087,35706.391
,,1.87788,35794.836
,,1.88488,35883.211
,,1.89189,35971.523
,,1.89890,36059.758
