Freq (Hz)	PSD/Measured Spectrum: Power CH2 (Vrms/rtHz)	Freq Response Module (Vrms)	Freq Response Im part (Unitless Power)
1.000000E+1	1.521591E-2	1.077413E+0	-3.242963E-1
1.011250E+1	1.603103E-2	2.196034E+0	-4.301493E-1
1.022500E+1	1.558057E-2	1.224033E+0	7.326432E-1
1.033750E+1	1.759406E-2	1.297587E+0	-1.185800E+0
1.045000E+1	1.433299E-2	1.646426E+0	-9.763970E-1
1.056250E+1	1.620642E-2	1.172744E+0	-2.837143E-2
1.067500E+1	1.492356E-2	1.054457E+0	-2.711831E-1
1.078750E+1	1.383596E-2	1.392688E+0	-7.718604E-1
1.090000E+1	1.667706E-2	1.329722E+0	-9.880401E-1
1.101250E+1	1.690447E-2	1.724203E+0	-6.474362E-1
1.112500E+1	1.730005E-2	1.857863E+0	-6.634852E-1
1.123750E+1	1.695658E-2	1.384540E+0	-4.523378E-1
1.135000E+1	1.661269E-2	1.756894E+0	-7.122052E-1
1.146250E+1	1.416363E-2	1.562443E+0	-2.632245E-1
1.157500E+1	1.827705E-2	1.138206E+0	-2.662360E-1
1.168750E+1	1.748540E-2	1.398056E+0	-9.156920E-1
1.180000E+1	1.535753E-2	1.189472E+0	-5.162427E-1
1.191250E+1	1.527462E-2	1.381648E+0	-8.301721E-1
1.202500E+1	1.997106E-2	1.801757E+0	-1.056398E+0
1.213750E+1	1.953900E-2	2.219476E+0	-9.943959E-1
1.225000E+1	1.822785E-2	1.565696E+0	-3.086792E-2
1.236250E+1	2.061635E-2	1.505766E+0	-7.448361E-2
1.247500E+1	2.043703E-2	1.002816E+0	-5.218329E-1
1.258750E+1	2.183981E-2	1.565320E+0	-1.100297E+0
1.270000E+1	1.824892E-2	1.643341E+0	-1.052355E+0
1.281250E+1	2.072143E-2	1.767302E+0	-1.915122E-1
1.292500E+1	2.257442E-2	9.307147E-1	-5.113904E-1
1.303750E+1	1.855434E-2	1.411531E+0	-9.770905E-1
1.315000E+1	2.166773E-2	2.068815E+0	-1.805137E+0
1.326250E+1	2.232678E-2	2.009453E+0	-9.037396E-1
1.337500E+1	2.406533E-2	1.833322E+0	-3.491581E-1
1.348750E+1	2.085081E-2	1.607170E+0	-1.047688E+0
1.360000E+1	2.375403E-2	1.899644E+0	-8.626403E-1
1.371250E+1	2.228959E-2	2.171756E+0	-5.052284E-1
1.382500E+1	1.949347E-2	1.949308E+0	-1.210819E+0
1.393750E+1	2.143729E-2	2.337238E+0	-1.482923E+0
1.405000E+1	2.366154E-2	2.361787E+0	-1.450122E+0
1.416250E+1	2.593578E-2	2.716887E+0	-2.047326E+0
1.427500E+1	2.576202E-2	1.491836E+0	-6.066363E-1
1.438750E+1	1.850703E-2	1.400915E+0	-1.192466E+0
1.450000E+1	2.637399E-2	1.954729E+0	-1.652231E+0
1.461250E+1	2.458545E-2	2.119899E+0	-1.635422E+0
1.472500E+1	2.523649E-2	1.967547E+0	-1.500201E+0
1.483750E+1	2.470775E-2	2.427177E+0	-1.325227E+0
1.495000E+1	3.035746E-2	2.172806E+0	-1.432214E+0
1.506250E+1	2.530450E-2	2.196315E+0	-9.752167E-1
1.517500E+1	2.690264E-2	1.905610E+0	-9.711380E-1
1.528750E+1	3.652911E-2	1.936304E+0	-1.650153E+0
1.540000E+1	3.233544E-2	2.601305E+0	-2.043033E+0
1.551250E+1	2.673984E-2	2.035166E+0	-9.975288E-1
1.562500E+1	2.844913E-2	1.760738E+0	-1.318749E+0
1.573750E+1	2.693773E-2	2.159373E+0	-1.572170E+0
1.585000E+1	2.870243E-2	2.744954E+0	-1.929865E+0
1.596250E+1	2.940693E-2	2.148637E+0	-1.525781E+0
1.607500E+1	2.801893E-2	1.839956E+0	-9.386730E-1
1.618750E+1	3.457775E-2	1.589080E+0	-1.501209E-1
1.630000E+1	2.978344E-2	1.956995E+0	-1.227830E+0
1.641250E+1	3.421474E-2	2.078550E+0	-1.860349E+0
1.652500E+1	3.276809E-2	3.251799E+0	-2.829844E+0
1.663750E+1	3.626027E-2	3.197930E+0	-2.484720E+0
1.675000E+1	3.318732E-2	2.358494E+0	-1.910628E+0
1.686250E+1	3.036278E-2	2.435787E+0	-1.686432E+0
1.697500E+1	3.792197E-2	1.195475E+0	-1.081338E+0
1.708750E+1	3.315061E-2	1.678033E+0	-1.343369E+0
1.720000E+1	2.479084E-2	2.002084E+0	-2.001728E+0
1.731250E+1	4.096176E-2	1.985312E+0	-1.946548E+0
1.742500E+1	3.413676E-2	2.325305E+0	-2.322117E+0
1.753750E+1	2.959690E-2	2.877552E+0	-2.757107E+0
1.765000E+1	3.137317E-2	2.743002E+0	-2.701800E+0
1.776250E+1	3.896785E-2	2.248072E+0	-2.235667E+0
1.787500E+1	4.028137E-2	2.660526E+0	-2.654757E+0
1.798750E+1	3.370023E-2	2.843141E+0	-2.842946E+0
1.810000E+1	3.655860E-2	3.434447E+0	-3.417645E+0
1.821250E+1	4.533863E-2	3.096588E+0	-2.940442E+0
1.832500E+1	4.172538E-2	2.153902E+0	-2.116713E+0
1.843750E+1	3.082601E-2	2.586726E+0	-2.381886E+0
1.855000E+1	4.123715E-2	1.892715E+0	-1.649066E+0
1.866250E+1	3.967740E-2	1.754316E+0	-1.487496E+0
1.877500E+1	5.256665E-2	2.541137E+0	-2.462149E+0
1.888750E+1	4.086590E-2	3.409745E+0	-3.409009E+0
1.900000E+1	4.157154E-2	2.861723E+0	-2.818676E+0
1.911250E+1	3.242089E-2	1.709747E+0	-1.640084E+0
1.922500E+1	4.528845E-2	2.385923E+0	-2.343301E+0
1.933750E+1	4.267695E-2	2.071464E+0	-2.066660E+0
1.945000E+1	4.624185E-2	2.400856E+0	-2.395296E+0
1.956250E+1	4.386158E-2	2.479256E+0	-2.416567E+0
1.967500E+1	3.064601E-2	2.802433E+0	-2.181796E+0
1.978750E+1	4.535536E-2	2.472648E+0	-2.417133E+0
1.990000E+1	3.117866E-2	2.317581E+0	-2.317319E+0
2.001250E+1	3.955257E-2	1.515954E+0	-1.118333E+0
2.012500E+1	3.534628E-2	3.326267E+0	-2.580240E+0
2.023750E+1	3.885790E-2	2.252732E+0	-2.119039E+0
2.035000E+1	4.207361E-2	2.480165E+0	-1.700076E+0
2.046250E+1	3.773382E-2	2.225455E+0	-1.235901E+0
2.057500E+1	3.467973E-2	2.240507E+0	-2.236961E+0
2.068750E+1	3.866032E-2	1.756622E+0	-1.749133E+0
2.080000E+1	4.187880E-2	3.019832E+0	-3.010704E+0
2.091250E+1	4.231543E-2	1.314566E+0	-1.302591E+0
2.102500E+1	3.725016E-2	1.342934E+0	-1.015435E+0
2.113750E+1	3.982307E-2	2.530900E+0	-2.529055E+0
2.125000E+1	3.674628E-2	9.778141E-1	-8.019804E-1
2.136250E+1	3.867894E-2	1.972336E+0	-1.878049E+0
2.147500E+1	3.517620E-2	2.114319E+0	-1.820133E+0
2.158750E+1	3.776944E-2	1.708684E+0	-1.394274E+0
2.170000E+1	3.514624E-2	1.318836E+0	-1.258296E+0
2.181250E+1	3.043879E-2	1.627563E+0	-7.054446E-1
2.192500E+1	3.571049E-2	1.566641E+0	-1.379506E+0
2.203750E+1	2.756083E-2	2.136012E+0	-1.658478E+0
2.215000E+1	3.986353E-2	2.402012E+0	-1.775478E+0
2.226250E+1	3.037132E-2	2.397298E+0	-1.401238E+0
2.237500E+1	3.648606E-2	2.207547E+0	-1.821121E+0
2.248750E+1	3.136572E-2	2.090462E+0	-1.529392E+0
2.260000E+1	3.772609E-2	1.467914E+0	-1.543094E-1
2.271250E+1	3.560906E-2	2.307458E+0	-1.130911E+0
2.282500E+1	2.982565E-2	2.034037E+0	-1.613026E+0
2.293750E+1	2.891435E-2	2.105192E+0	-1.535605E+0
2.305000E+1	3.663056E-2	2.252178E+0	-1.598037E+0
2.316250E+1	3.601508E-2	2.033894E+0	-1.203680E+0
2.327500E+1	2.767732E-2	2.048310E+0	-1.709106E+0
2.338750E+1	2.723330E-2	1.328860E+0	-1.173146E-1
2.350000E+1	2.831734E-2	6.920186E-1	-8.227160E-2
2.361250E+1	3.397535E-2	1.044687E+0	-7.778635E-1
2.372500E+1	2.838469E-2	1.697591E+0	-3.088495E-1
2.383750E+1	2.622392E-2	1.820864E+0	-1.089936E+0
2.395000E+1	3.126443E-2	1.721793E+0	-1.105181E+0
2.406250E+1	3.047243E-2	1.843929E+0	-6.831080E-1
2.417500E+1	2.881636E-2	1.959632E+0	-1.022017E+0
2.428750E+1	3.207222E-2	1.627728E+0	-6.670273E-1
2.440000E+1	2.540614E-2	5.633777E-1	-5.585679E-1
2.451250E+1	2.435654E-2	1.340808E+0	-7.170846E-1
2.462500E+1	2.720934E-2	1.659671E+0	-1.294446E+0
2.473750E+1	3.228993E-2	1.755294E+0	-1.130310E+0
2.485000E+1	2.564983E-2	9.364073E-1	-2.382135E-1
2.496250E+1	2.906641E-2	2.066609E+0	-1.721875E+0
2.507500E+1	2.466696E-2	2.108626E+0	-1.183298E+0
2.518750E+1	2.368890E-2	1.633450E+0	-1.395232E+0
2.530000E+1	2.006846E-2	1.724799E+0	-3.547015E-1
2.541250E+1	3.140175E-2	8.034669E-1	-5.939389E-1
2.552500E+1	2.493642E-2	1.088345E+0	-8.321661E-1
2.563750E+1	3.128933E-2	8.929513E-1	-6.068755E-1
2.575000E+1	2.852258E-2	1.701483E+0	-1.186391E+0
2.586250E+1	2.803631E-2	1.551954E+0	-4.868076E-1
2.597500E+1	2.303511E-2	1.056943E+0	2.739238E-1
2.608750E+1	2.303906E-2	1.487350E+0	-4.673842E-1
2.620000E+1	2.935214E-2	1.131799E+0	-8.958645E-1
2.631250E+1	2.348849E-2	1.265174E+0	-3.413618E-1
2.642500E+1	2.551997E-2	5.414897E-1	-5.162566E-1
2.653750E+1	2.461292E-2	1.258578E+0	-4.792202E-1
2.665000E+1	2.441674E-2	1.232291E+0	-9.391704E-1
2.676250E+1	2.292776E-2	1.359448E+0	-4.044933E-1
2.687500E+1	2.205508E-2	9.261597E-1	-5.148222E-1
