Freq (Hz)	PSD/Measured Spectrum: Power CH2 (Vrms/rtHz)	Freq Response Module (Vrms)	Freq Response Im part (Unitless Power)
1.000000E+1	9.854258E-2	2.743895E+0	2.666882E+0
1.011250E+1	6.445543E-2	4.075523E-1	-3.622969E-1
1.022500E+1	7.980414E-2	1.662386E+0	-1.629222E+0
1.033750E+1	6.235811E-2	3.521407E+0	-3.200850E-1
1.045000E+1	7.523450E-2	2.053193E+0	1.242765E+0
1.056250E+1	6.324017E-2	2.229454E+0	-2.205639E+0
1.067500E+1	6.942756E-2	1.801144E+0	-1.795666E+0
1.078750E+1	7.178362E-2	6.389389E-1	6.382051E-1
1.090000E+1	8.337425E-2	1.116290E+0	-1.053086E+0
1.101250E+1	7.449252E-2	2.031821E+0	-1.189986E+0
1.112500E+1	7.767553E-2	2.662361E+0	-2.527910E+0
1.123750E+1	7.623924E-2	3.039350E+0	-3.034366E+0
1.135000E+1	7.354578E-2	2.548756E+0	-1.831053E+0
1.146250E+1	8.313669E-2	1.487135E+0	4.650505E-1
1.157500E+1	6.667978E-2	1.135607E+0	7.876082E-1
1.168750E+1	7.759599E-2	1.804631E+0	-1.765767E+0
1.180000E+1	9.227389E-2	1.894809E+0	-2.001332E-1
1.191250E+1	8.704268E-2	2.199834E+0	-1.889782E+0
1.202500E+1	9.549703E-2	1.574313E+0	-2.482690E-1
1.213750E+1	7.217296E-2	2.144690E+0	-2.030245E+0
1.225000E+1	8.152416E-2	3.672015E+0	-9.235735E-1
1.236250E+1	7.582802E-2	3.035759E+0	-3.008182E+0
1.247500E+1	9.150919E-2	3.633027E+0	-3.349522E+0
1.258750E+1	6.833749E-2	3.670381E+0	-2.649267E+0
1.270000E+1	9.843263E-2	2.721023E+0	-1.654800E-1
1.281250E+1	8.692309E-2	2.813324E+0	-9.286461E-1
1.292500E+1	9.550550E-2	2.886984E+0	1.003382E+0
1.303750E+1	8.490364E-2	3.254168E+0	-1.099135E+0
1.315000E+1	8.978885E-2	3.006451E+0	-5.153148E-1
1.326250E+1	1.123787E-1	2.985028E+0	-4.599034E-1
1.337500E+1	9.340230E-2	3.318710E+0	-3.075702E+0
1.348750E+1	9.465537E-2	1.970634E+0	-1.951665E+0
1.360000E+1	1.013591E-1	3.757072E+0	-3.265165E+0
1.371250E+1	8.454613E-2	2.878745E+0	-2.773150E+0
1.382500E+1	9.219015E-2	2.413632E+0	-2.145496E+0
1.393750E+1	1.139295E-1	3.684419E+0	-3.313611E+0
1.405000E+1	1.025037E-1	3.853045E+0	-3.233751E+0
