Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,13238.218,0.00000,14988.416
1,21978.674,0.00701,15016.960
2,28894.871,0.01401,15045.677
3,38661.367,0.02102,15074.566
4,37395.676,0.02803,15103.631
5,29751.545,0.03504,15132.870
6,22289.207,0.04204,15162.283
7,16755.021,0.04905,15191.872
,,0.05606,15221.638
,,0.06306,15251.578
,,0.07007,15281.696
,,0.07708,15311.991
,,0.08408,15342.464
,,0.09109,15373.115
,,0.09810,15403.944
,,0.10511,15434.952
,,0.11211,15466.140
,,0.11912,15497.507
,,0.12613,15529.055
,,0.13313,15560.782
,,0.14014,15592.691
,,0.14715,15624.781
,,0.15415,15657.053
,,0.16116,15689.507
,,0.16817,15722.144
,,0.17518,15754.963
,,0.18218,15787.965
,,0.18919,15821.150
,,0.19620,15854.521
,,0.20320,15888.074
,,0.21021,15921.812
,,0.21722,15955.736
,,0.22422,15989.845
,,0.23123,16024.139
,,0.23824,16058.618
,,0.24525,16093.284
,,0.25225,16128.137
,,0.25926,16163.176
,,0.26627,16198.402
,,0.27327,16233.815
,,0.28028,16269.416
,,0.28729,16305.205
,,0.29429,16341.182
,,0.30130,16377.347
,,0.30831,16413.701
,,0.31532,16450.242
,,0.32232,16486.975
,,0.32933,16523.895
,,0.33634,16561.006
,,0.34334,16598.305
,,0.35035,16635.795
,,0.35736,16673.475
,,0.36436,16711.344
,,0.37137,16749.404
,,0.37838,16787.656
,,0.38539,16826.098
,,0.39239,16864.730
,,0.39940,16903.553
,,0.40641,16942.568
,,0.41341,16981.773
,,0.42042,17021.170
,,0.42743,17060.760
,,0.43443,17100.539
,,0.44144,17140.512
,,0.44845,17180.676
,,0.45546,17221.031
,,0.46246,17261.578
,,0.46947,17302.318
,,0.47648,17343.250
,,0.48348,17384.373
,,0.49049,17425.689
,,0.49750,17467.197
,,0.50450,17508.896
,,0.51151,17550.789
,,0.51852,17592.873
,,0.52553,17635.150
,,0.53253,17677.619
,,0.53954,17720.279
,,0.54655,17763.133
,,0.55355,17806.178
,,0.56056,17849.414
,,0.56757,17892.842
,,0.57457,17936.463
,,0.58158,17980.273
,,0.58859,18024.277
,,0.59560,18068.473
,,0.60260,18112.859
,,0.60961,18157.436
,,0.61662,18202.205
,,0.62362,18247.164
,,0.63063,18292.314
,,0.63764,18337.656
,,0.64464,18383.188
,,0.65165,18428.908
,,0.65866,18474.820
,,0.66567,18520.922
,,0.67267,18567.213
,,0.67968,18613.693
,,0.68669,18660.363
,,0.69369,18707.223
,,0.70070,18754.270
,,0.70771,18801.504
,,0.71471,18848.928
,,0.72172,18896.539
,,0.72873,18944.338
,,0.73574,18992.324
,,0.74274,19040.498
,,0.74975,19088.857
,,0.75676,19137.402
,,0.76376,19186.135
,,0.77077,19235.051
,,0.77778,19284.152
,,0.78478,19333.439
,,0.79179,19382.910
,,0.79880,19432.564
,,0.80581,19482.402
,,0.81281,19532.424
,,0.81982,19582.627
,,0.82683,19633.012
,,0.83383,19683.578
,,0.84084,19734.326
,,0.84785,19785.256
,,0.85485,19836.365
,,0.86186,19887.652
,,0.86887,19939.121
,,0.87588,19990.766
,,0.88288,20042.590
,,0.88989,20094.590
,,0.89690,20146.768
,,0.90390,20199.123
,,0.91091,20251.652
,,0.91792,20304.355
,,0.92492,20357.234
,,0.93193,20410.287
,,0.93894,20463.514
,,0.94595,20516.910
,,0.95295,20570.480
,,0.95996,20624.223
,,0.96697,20678.133
,,0.97397,20732.213
,,0.98098,20786.463
,,0.98799,20840.881
,,0.99499,20895.465
,,1.00200,20950.217
,,1.00901,21005.135
,,1.01602,21060.217
,,1.02302,21115.463
,,1.03003,21170.873
,,1.03704,21226.447
,,1.04404,21282.182
,,1.05105,21338.078
,,1.05806,21394.133
,,1.06507,21450.348
,,1.07207,21506.721
,,1.07908,21563.252
,,1.08609,21619.939
,,1.09309,21676.781
,,1.10010,21733.781
,,1.10711,21790.932
,,1.11411,21848.236
,,1.12112,21905.691
,,1.12813,21963.299
,,1.13514,22021.055
,,1.14214,22078.959
,,1.14915,22137.012
,,1.15616,22195.211
,,1.16316,22253.557
,,1.17017,22312.047
,,1.17718,22370.680
,,1.18418,22429.455
,,1.19119,22488.373
,,1.19820,22547.430
,,1.20521,22606.627
,,1.21221,22665.961
,,1.21922,22725.432
,,1.22623,22785.039
,,1.23323,22844.781
,,1.24024,22904.654
,,1.24725,22964.662
,,1.25425,23024.799
,,1.26126,23085.066
,,1.26827,23145.463
,,1.27528,23205.984
,,1.28228,23266.633
,,1.28929,23327.406
,,1.29630,23388.303
,,1.30330,23449.322
,,1.31031,23510.461
,,1.31732,23571.721
,,1.32432,23633.098
,,1.33133,23694.590
,,1.33834,23756.199
,,1.34535,23817.922
