Distance_(pixels),Gray_Value,X_Fit:_Gaussian,Fit:_Gaussian
0,10774.204,0.00000,12522.482
1,17917.746,0.00701,12549.797
2,27509.939,0.01401,12577.275
3,35553.395,0.02102,12604.919
4,38500.164,0.02803,12632.729
5,28925.557,0.03504,12660.704
6,22575.561,0.04204,12688.846
7,17339.102,0.04905,12717.155
,,0.05606,12745.632
,,0.06306,12774.276
,,0.07007,12803.089
,,0.07708,12832.070
,,0.08408,12861.222
,,0.09109,12890.543
,,0.09810,12920.034
,,0.10511,12949.696
,,0.11211,12979.529
,,0.11912,13009.533
,,0.12613,13039.710
,,0.13313,13070.059
,,0.14014,13100.581
,,0.14715,13131.275
,,0.15415,13162.145
,,0.16116,13193.187
,,0.16817,13224.404
,,0.17518,13255.796
,,0.18218,13287.363
,,0.18919,13319.106
,,0.19620,13351.025
,,0.20320,13383.120
,,0.21021,13415.392
,,0.21722,13447.841
,,0.22422,13480.468
,,0.23123,13513.272
,,0.23824,13546.255
,,0.24525,13579.416
,,0.25225,13612.756
,,0.25926,13646.275
,,0.26627,13679.974
,,0.27327,13713.853
,,0.28028,13747.911
,,0.28729,13782.150
,,0.29429,13816.570
,,0.30130,13851.172
,,0.30831,13885.954
,,0.31532,13920.919
,,0.32232,13956.064
,,0.32933,13991.394
,,0.33634,14026.904
,,0.34334,14062.599
,,0.35035,14098.475
,,0.35736,14134.535
,,0.36436,14170.779
,,0.37137,14207.206
,,0.37838,14243.818
,,0.38539,14280.613
,,0.39239,14317.594
,,0.39940,14354.759
,,0.40641,14392.108
,,0.41341,14429.644
,,0.42042,14467.363
,,0.42743,14505.270
,,0.43443,14543.360
,,0.44144,14581.638
,,0.44845,14620.101
,,0.45546,14658.750
,,0.46246,14697.585
,,0.46947,14736.606
,,0.47648,14775.815
,,0.48348,14815.211
,,0.49049,14854.793
,,0.49750,14894.562
,,0.50450,14934.518
,,0.51151,14974.661
,,0.51852,15014.991
,,0.52553,15055.509
,,0.53253,15096.214
,,0.53954,15137.106
,,0.54655,15178.187
,,0.55355,15219.455
,,0.56056,15260.910
,,0.56757,15302.553
,,0.57457,15344.384
,,0.58158,15386.401
,,0.58859,15428.607
,,0.59560,15471.002
,,0.60260,15513.583
,,0.60961,15556.353
,,0.61662,15599.310
,,0.62362,15642.454
,,0.63063,15685.786
,,0.63764,15729.306
,,0.64464,15773.014
,,0.65165,15816.908
,,0.65866,15860.990
,,0.66567,15905.260
,,0.67267,15949.717
,,0.67968,15994.360
,,0.68669,16039.191
,,0.69369,16084.209
,,0.70070,16129.413
,,0.70771,16174.804
,,0.71471,16220.382
,,0.72172,16266.146
,,0.72873,16312.096
,,0.73574,16358.231
,,0.74274,16404.553
,,0.74975,16451.061
,,0.75676,16497.754
,,0.76376,16544.631
,,0.77077,16591.695
,,0.77778,16638.941
,,0.78478,16686.375
,,0.79179,16733.990
,,0.79880,16781.791
,,0.80581,16829.775
,,0.81281,16877.943
,,0.81982,16926.295
,,0.82683,16974.828
,,0.83383,17023.545
,,0.84084,17072.443
,,0.84785,17121.523
,,0.85485,17170.785
,,0.86186,17220.229
,,0.86887,17269.854
,,0.87588,17319.658
,,0.88288,17369.643
,,0.88989,17419.807
,,0.89690,17470.150
,,0.90390,17520.674
,,0.91091,17571.375
,,0.91792,17622.254
,,0.92492,17673.311
,,0.93193,17724.545
,,0.93894,17775.957
,,0.94595,17827.543
,,0.95295,17879.307
,,0.95996,17931.244
,,0.96697,17983.357
,,0.97397,18035.645
,,0.98098,18088.105
,,0.98799,18140.740
,,0.99499,18193.547
,,1.00200,18246.525
,,1.00901,18299.676
,,1.01602,18352.996
,,1.02302,18406.488
,,1.03003,18460.148
,,1.03704,18513.979
,,1.04404,18567.979
,,1.05105,18622.145
,,1.05806,18676.479
,,1.06507,18730.979
,,1.07207,18785.645
,,1.07908,18840.477
,,1.08609,18895.473
,,1.09309,18950.633
,,1.10010,19005.955
,,1.10711,19061.441
,,1.11411,19117.088
,,1.12112,19172.895
,,1.12813,19228.863
,,1.13514,19284.990
,,1.14214,19341.275
,,1.14915,19397.719
,,1.15616,19454.318
,,1.16316,19511.076
,,1.17017,19567.986
,,1.17718,19625.053
,,1.18418,19682.273
,,1.19119,19739.646
,,1.19820,19797.170
,,1.20521,19854.846
,,1.21221,19912.672
,,1.21922,19970.646
,,1.22623,20028.770
,,1.23323,20087.039
,,1.24024,20145.457
,,1.24725,20204.020
,,1.25425,20262.725
,,1.26126,20321.576
,,1.26827,20380.568
,,1.27528,20439.703
,,1.28228,20498.979
,,1.28929,20558.393
,,1.29630,20617.945
,,1.30330,20677.635
,,1.31031,20737.463
,,1.31732,20797.424
,,1.32432,20857.520
,,1.33133,20917.748
,,1.33834,20978.109
,,1.34535,21038.602
,,1.35235,21099.223
,,1.35936,21159.973
,,1.36637,21220.852
,,1.37337,21281.855
,,1.38038,21342.984
,,1.38739,21404.238
,,1.39439,21465.613
,,1.40140,21527.111
,,1.40841,21588.729
,,1.41542,21650.465
,,1.42242,21712.320
,,1.42943,21774.291
,,1.43644,21836.377
,,1.44344,21898.578
,,1.45045,21960.893
,,1.45746,22023.316
,,1.46446,22085.852
,,1.47147,22148.496
,,1.47848,22211.246
,,1.48549,22274.105
,,1.49249,22337.066
,,1.49950,22400.133
,,1.50651,22463.303
,,1.51351,22526.570
,,1.52052,22589.938
,,1.52753,22653.404
,,1.53453,22716.967
,,1.54154,22780.623
,,1.54855,22844.375
,,1.55556,22908.217
,,1.56256,22972.150
,,1.56957,23036.174
,,1.57658,23100.285
,,1.58358,23164.482
,,1.59059,23228.764
,,1.59760,23293.129
,,1.60460,23357.574
,,1.61161,23422.102
,,1.61862,23486.705
,,1.62563,23551.389
,,1.63263,23616.146
,,1.63964,23680.977
,,1.64665,23745.881
,,1.65365,23810.855
,,1.66066,23875.898
,,1.66767,23941.010
,,1.67467,24006.186
,,1.68168,24071.428
,,1.68869,24136.730
,,1.69570,24202.096
,,1.70270,24267.520
,,1.70971,24333.000
,,1.71672,24398.537
,,1.72372,24464.129
,,1.73073,24529.771
,,1.73774,24595.465
,,1.74474,24661.209
,,1.75175,24726.998
,,1.75876,24792.834
,,1.76577,24858.713
,,1.77277,24924.635
,,1.77978,24990.596
,,1.78679,25056.596
,,1.79379,25122.633
,,1.80080,25188.703
,,1.80781,25254.807
,,1.81481,25320.941
,,1.82182,25387.107
,,1.82883,25453.299
,,1.83584,25519.516
,,1.84284,25585.758
,,1.84985,25652.021
,,1.85686,25718.305
,,1.86386,25784.605
,,1.87087,25850.924
,,1.87788,25917.256
,,1.88488,25983.600
,,1.89189,26049.955
,,1.89890,26116.318
,,1.90591,26182.689
,,1.91291,26249.064
,,1.91992,26315.443
,,1.92693,26381.822
,,1.93393,26448.199
,,1.94094,26514.574
,,1.94795,26580.943
,,1.95495,26647.305
,,1.96196,26713.658
,,1.96897,26780.000
,,1.97598,26846.330
,,1.98298,26912.643
,,1.98999,26978.939
,,1.99700,27045.219
,,2.00400,27111.475
,,2.01101,27177.709
,,2.01802,27243.916
,,2.02503,27310.100
,,2.03203,27376.250
,,2.03904,27442.371
,,2.04605,27508.457
,,2.05305,27574.508
,,2.06006,27640.521
,,2.06707,27706.496
,,2.07407,27772.428
,,2.08108,27838.316
,,2.08809,27904.156
,,2.09510,27969.951
,,2.10210,28035.695
,,2.10911,28101.387
,,2.11612,28167.023
,,2.12312,28232.604
,,2.13013,28298.125
,,2.13714,28363.586
,,2.14414,28428.982
,,2.15115,28494.316
,,2.15816,28559.580
,,2.16517,28624.775
,,2.17217,28689.898
,,2.17918,28754.949
,,2.18619,28819.922
,,2.19319,28884.818
,,2.20020,28949.635
,,2.20721,29014.367
,,2.21421,29079.016
,,2.22122,29143.576
,,2.22823,29208.049
,,2.23524,29272.430
,,2.24224,29336.717
,,2.24925,29400.908
,,2.25626,29465.002
,,2.26326,29528.994
,,2.27027,29592.887
,,2.27728,29656.672
,,2.28428,29720.354
,,2.29129,29783.924
,,2.29830,29847.385
,,2.30531,29910.730
,,2.31231,29973.961
,,2.31932,30037.074
,,2.32633,30100.068
,,2.33333,30162.938
,,2.34034,30225.684
,,2.34735,30288.303
,,2.35435,30350.793
,,2.36136,30413.152
,,2.36837,30475.379
,,2.37538,30537.469
,,2.38238,30599.422
,,2.38939,30661.232
,,2.39640,30722.902
,,2.40340,30784.430
,,2.41041,30845.807
,,2.41742,30907.037
,,2.42442,30968.113
,,2.43143,31029.039
,,2.43844,31089.807
,,2.44545,31150.420
,,2.45245,31210.869
,,2.45946,31271.158
,,2.46647,31331.281
,,2.47347,31391.238
,,2.48048,31451.025
,,2.48749,31510.643
,,2.49449,31570.084
,,2.50150,31629.352
,,2.50851,31688.439
,,2.51552,31747.350
,,2.52252,31806.076
,,2.52953,31864.619
,,2.53654,31922.973
,,2.54354,31981.139
,,2.55055,32039.113
,,2.55756,32096.895
,,2.56456,32154.480
,,2.57157,32211.869
,,2.57858,32269.057
,,2.58559,32326.043
,,2.59259,32382.822
,,2.59960,32439.398
,,2.60661,32495.766
,,2.61361,32551.920
,,2.62062,32607.863
,,2.62763,32663.590
,,2.63463,32719.100
,,2.64164,32774.387
,,2.64865,32829.457
,,2.65566,32884.301
,,2.66266,32938.922
,,2.66967,32993.309
,,2.67668,33047.473
,,2.68368,33101.398
,,2.69069,33155.094
,,2.69770,33208.547
,,2.70470,33261.766
,,2.71171,33314.742
,,2.71872,33367.480
,,2.72573,33419.969
,,2.73273,33472.211
,,2.73974,33524.203
,,2.74675,33575.945
,,2.75375,33627.434
,,2.76076,33678.668
,,2.76777,33729.641
,,2.77477,33780.359
,,2.78178,33830.812
,,2.78879,33881.008
,,2.79580,33930.934
,,2.80280,33980.590
,,2.80981,34029.980
,,2.81682,34079.098
,,2.82382,34127.941
,,2.83083,34176.512
,,2.83784,34224.805
,,2.84484,34272.812
,,2.85185,34320.547
,,2.85886,34367.992
